ID,Jenis Sayuran,Tanggal Harga,Musim,Harga Beli Pengepul per Kilogram
5199,Cabe Kriting,5/17/2023,Kemarau,19500
5200,Cabe Rawit,5/17/2023,Kemarau,36300
5201,Kol,5/17/2023,Kemarau,6300
5202,Buncis,5/17/2023,Kemarau,5100
5203,Sawi Putih,5/18/2023,Kemarau,2000
5204,Cabe Chilli,5/18/2023,Kemarau,13200
5205,Cabe Kriting,5/18/2023,Kemarau,21100
5206,Cabe Rawit,5/18/2023,Kemarau,32100
5207,Kol,5/18/2023,Kemarau,4800
5208,Buncis,5/18/2023,Kemarau,3600
5209,Sawi Putih,5/19/2023,Kemarau,2800
5210,Cabe Chilli,5/19/2023,Kemarau,11700
5211,Cabe Kriting,5/19/2023,Kemarau,21900
5212,Cabe Rawit,5/19/2023,Kemarau,33600
5213,Kol,5/19/2023,Kemarau,4700
5214,Buncis,5/19/2023,Kemarau,1900
5215,Sawi Putih,5/20/2023,Kemarau,500
5216,Cabe Chilli,5/20/2023,Kemarau,12300
5217,Cabe Kriting,5/20/2023,Kemarau,23000
5218,Cabe Rawit,5/20/2023,Kemarau,34100
5219,Kol,5/20/2023,Kemarau,9100
5220,Buncis,5/20/2023,Kemarau,3400
5221,Sawi Putih,5/21/2023,Kemarau,1100
5222,Cabe Chilli,5/21/2023,Kemarau,15300
5223,Cabe Kriting,5/21/2023,Kemarau,21200
5224,Cabe Rawit,5/21/2023,Kemarau,28700
5225,Kol,5/21/2023,Kemarau,7300
5226,Buncis,5/21/2023,Kemarau,2300
5227,Sawi Putih,5/22/2023,Kemarau,1400
5228,Cabe Chilli,5/22/2023,Kemarau,20800
5229,Cabe Kriting,5/22/2023,Kemarau,23000
5230,Cabe Rawit,5/22/2023,Kemarau,30700
5231,Kol,5/22/2023,Kemarau,5300
5232,Buncis,5/22/2023,Kemarau,2900
5233,Sawi Putih,5/23/2023,Kemarau,2100
5234,Cabe Chilli,5/23/2023,Kemarau,21500
5235,Cabe Kriting,5/23/2023,Kemarau,19000
5236,Cabe Rawit,5/23/2023,Kemarau,36100
5237,Kol,5/23/2023,Kemarau,6700
5238,Buncis,5/23/2023,Kemarau,4100
5239,Sawi Putih,5/24/2023,Kemarau,3100
5240,Cabe Chilli,5/24/2023,Kemarau,12400
5241,Cabe Kriting,5/24/2023,Kemarau,24000
5242,Cabe Rawit,5/24/2023,Kemarau,35800
5243,Kol,5/24/2023,Kemarau,6400
5244,Buncis,5/24/2023,Kemarau,3900
5245,Sawi Putih,5/25/2023,Kemarau,1800
5246,Cabe Chilli,5/25/2023,Kemarau,23000
5247,Cabe Kriting,5/25/2023,Kemarau,14000
5248,Cabe Rawit,5/25/2023,Kemarau,29700
5249,Kol,5/25/2023,Kemarau,3900
5250,Buncis,5/25/2023,Kemarau,1700
5251,Sawi Putih,5/26/2023,Kemarau,3000
5252,Cabe Chilli,5/26/2023,Kemarau,16400
5253,Cabe Kriting,5/26/2023,Kemarau,19200
5254,Cabe Rawit,5/26/2023,Kemarau,36600
5255,Kol,5/26/2023,Kemarau,9300
5256,Buncis,5/26/2023,Kemarau,4500
5257,Sawi Putih,5/27/2023,Kemarau,2500
5258,Cabe Chilli,5/27/2023,Kemarau,15800
5259,Cabe Kriting,5/27/2023,Kemarau,22900
5260,Cabe Rawit,5/27/2023,Kemarau,37200
5261,Kol,5/27/2023,Kemarau,5900
5262,Buncis,5/27/2023,Kemarau,5800
5263,Sawi Putih,5/28/2023,Kemarau,1700
5264,Cabe Chilli,5/28/2023,Kemarau,12900
5265,Cabe Kriting,5/28/2023,Kemarau,17500
5266,Cabe Rawit,5/28/2023,Kemarau,32800
5267,Kol,5/28/2023,Kemarau,8700
5268,Buncis,5/28/2023,Kemarau,5700
5269,Sawi Putih,5/29/2023,Kemarau,2800
5270,Cabe Chilli,5/29/2023,Kemarau,18800
5271,Cabe Kriting,5/29/2023,Kemarau,18900
5272,Cabe Rawit,5/29/2023,Kemarau,32300
5273,Kol,5/29/2023,Kemarau,8700
5274,Buncis,5/29/2023,Kemarau,2500
5275,Sawi Putih,5/30/2023,Kemarau,2800
5276,Cabe Chilli,5/30/2023,Kemarau,22600
5277,Cabe Kriting,5/30/2023,Kemarau,28700
5278,Cabe Rawit,5/30/2023,Kemarau,42400
5279,Kol,5/30/2023,Kemarau,3400
5280,Buncis,5/30/2023,Kemarau,5600
5281,Sawi Putih,5/31/2023,Kemarau,3100
5282,Cabe Chilli,5/31/2023,Kemarau,16400
5283,Cabe Kriting,5/31/2023,Kemarau,22600
5284,Cabe Rawit,5/31/2023,Kemarau,38300
5285,Kol,5/31/2023,Kemarau,6900
5286,Buncis,5/31/2023,Kemarau,6300
5287,Sawi Putih,6/1/2023,Kemarau,3800
5288,Cabe Chilli,6/1/2023,Kemarau,15400
5289,Cabe Kriting,6/1/2023,Kemarau,22800
5290,Cabe Rawit,6/1/2023,Kemarau,44400
5291,Kol,6/1/2023,Kemarau,9900
5292,Buncis,6/1/2023,Kemarau,4200
5293,Sawi Putih,6/2/2023,Kemarau,1700
5294,Cabe Chilli,6/2/2023,Kemarau,26500
5295,Cabe Kriting,6/2/2023,Kemarau,26300
5296,Cabe Rawit,6/2/2023,Kemarau,40200
5297,Kol,6/2/2023,Kemarau,10600
5298,Buncis,6/2/2023,Kemarau,6200
5299,Sawi Putih,6/3/2023,Kemarau,1900
5300,Cabe Chilli,6/3/2023,Kemarau,23100
5301,Cabe Kriting,6/3/2023,Kemarau,18100
5302,Cabe Rawit,6/3/2023,Kemarau,42100
5303,Kol,6/3/2023,Kemarau,10400
5304,Buncis,6/3/2023,Kemarau,7200
5305,Sawi Putih,6/4/2023,Kemarau,3300
5306,Cabe Chilli,6/4/2023,Kemarau,15600
5307,Cabe Kriting,6/4/2023,Kemarau,20200
5308,Cabe Rawit,6/4/2023,Kemarau,48300
5309,Kol,6/4/2023,Kemarau,3400
5310,Buncis,6/4/2023,Kemarau,7600
5311,Sawi Putih,6/5/2023,Kemarau,2900
5312,Cabe Chilli,6/5/2023,Kemarau,21200
5313,Cabe Kriting,6/5/2023,Kemarau,29400
5314,Cabe Rawit,6/5/2023,Kemarau,45500
5315,Kol,6/5/2023,Kemarau,11800
5316,Buncis,6/5/2023,Kemarau,7000
5317,Sawi Putih,6/6/2023,Kemarau,4200
5318,Cabe Chilli,6/6/2023,Kemarau,25300
5319,Cabe Kriting,6/6/2023,Kemarau,26500
5320,Cabe Rawit,6/6/2023,Kemarau,39800
5321,Kol,6/6/2023,Kemarau,4800
5322,Buncis,6/6/2023,Kemarau,6200
5323,Sawi Putih,6/7/2023,Kemarau,600
5324,Cabe Chilli,6/7/2023,Kemarau,13300
5325,Cabe Kriting,6/7/2023,Kemarau,21000
5326,Cabe Rawit,6/7/2023,Kemarau,35200
5327,Kol,6/7/2023,Kemarau,9900
5328,Buncis,6/7/2023,Kemarau,8100
5329,Sawi Putih,6/8/2023,Kemarau,4200
5330,Cabe Chilli,6/8/2023,Kemarau,19300
5331,Cabe Kriting,6/8/2023,Kemarau,26900
5332,Cabe Rawit,6/8/2023,Kemarau,38400
5333,Kol,6/8/2023,Kemarau,11900
5334,Buncis,6/8/2023,Kemarau,3100
5335,Sawi Putih,6/9/2023,Kemarau,2000
5336,Cabe Chilli,6/9/2023,Kemarau,19000
5337,Cabe Kriting,6/9/2023,Kemarau,23400
5338,Cabe Rawit,6/9/2023,Kemarau,39600
5339,Kol,6/9/2023,Kemarau,7400
5340,Buncis,6/9/2023,Kemarau,5700
5341,Sawi Putih,6/10/2023,Kemarau,4700
5342,Cabe Chilli,6/10/2023,Kemarau,23400
5343,Cabe Kriting,6/10/2023,Kemarau,25400
5344,Cabe Rawit,6/10/2023,Kemarau,42900
5345,Kol,6/10/2023,Kemarau,6500
5346,Buncis,6/10/2023,Kemarau,3900
5347,Sawi Putih,6/11/2023,Kemarau,2800
5348,Cabe Chilli,6/11/2023,Kemarau,18900
5349,Cabe Kriting,6/11/2023,Kemarau,19800
5350,Cabe Rawit,6/11/2023,Kemarau,42400
5351,Kol,6/11/2023,Kemarau,7100
5352,Buncis,6/11/2023,Kemarau,4200
5353,Sawi Putih,6/12/2023,Kemarau,3700
5354,Cabe Chilli,6/12/2023,Kemarau,22700
5355,Cabe Kriting,6/12/2023,Kemarau,25000
5356,Cabe Rawit,6/12/2023,Kemarau,43200
5357,Kol,6/12/2023,Kemarau,12600
5358,Buncis,6/12/2023,Kemarau,8400
5359,Sawi Putih,6/13/2023,Kemarau,5400
5360,Cabe Chilli,6/13/2023,Kemarau,17200
5361,Cabe Kriting,6/13/2023,Kemarau,34100
5362,Cabe Rawit,6/13/2023,Kemarau,39500
5363,Kol,6/13/2023,Kemarau,11500
5364,Buncis,6/13/2023,Kemarau,8500
5365,Sawi Putih,6/14/2023,Kemarau,3700
5366,Cabe Chilli,6/14/2023,Kemarau,19000
5367,Cabe Kriting,6/14/2023,Kemarau,27200
5368,Cabe Rawit,6/14/2023,Kemarau,40100
5369,Kol,6/14/2023,Kemarau,3500
5370,Buncis,6/14/2023,Kemarau,2500
5371,Sawi Putih,6/15/2023,Kemarau,4500
5372,Cabe Chilli,6/15/2023,Kemarau,22500
5373,Cabe Kriting,6/15/2023,Kemarau,25700
5374,Cabe Rawit,6/15/2023,Kemarau,36400
5375,Kol,6/15/2023,Kemarau,3300
5376,Buncis,6/15/2023,Kemarau,6000
5377,Sawi Putih,6/16/2023,Kemarau,1400
5378,Cabe Chilli,6/16/2023,Kemarau,21800
5379,Cabe Kriting,6/16/2023,Kemarau,22100
5380,Cabe Rawit,6/16/2023,Kemarau,47300
5381,Kol,6/16/2023,Kemarau,7100
5382,Buncis,6/16/2023,Kemarau,5700
5383,Sawi Putih,6/17/2023,Kemarau,3200
5384,Cabe Chilli,6/17/2023,Kemarau,21400
5385,Cabe Kriting,6/17/2023,Kemarau,20700
5386,Cabe Rawit,6/17/2023,Kemarau,36400
5387,Kol,6/17/2023,Kemarau,7300
5388,Buncis,6/17/2023,Kemarau,5600
5389,Sawi Putih,6/18/2023,Kemarau,2500
5390,Cabe Chilli,6/18/2023,Kemarau,24500
5391,Cabe Kriting,6/18/2023,Kemarau,35400
5392,Cabe Rawit,6/18/2023,Kemarau,40600
5393,Kol,6/18/2023,Kemarau,9200
5394,Buncis,6/18/2023,Kemarau,7000
5395,Sawi Putih,6/19/2023,Kemarau,2500
5396,Cabe Chilli,6/19/2023,Kemarau,16700
5397,Cabe Kriting,6/19/2023,Kemarau,25900
5398,Cabe Rawit,6/19/2023,Kemarau,39900
5399,Kol,6/19/2023,Kemarau,3700
5400,Buncis,6/19/2023,Kemarau,2600
5401,Sawi Putih,6/20/2023,Kemarau,4000
5402,Cabe Chilli,6/20/2023,Kemarau,20200
5403,Cabe Kriting,6/20/2023,Kemarau,28300
5404,Cabe Rawit,6/20/2023,Kemarau,39800
5405,Kol,6/20/2023,Kemarau,3700
5406,Buncis,6/20/2023,Kemarau,3000
5407,Sawi Putih,6/21/2023,Kemarau,2600
5408,Cabe Chilli,6/21/2023,Kemarau,21100
5409,Cabe Kriting,6/21/2023,Kemarau,25100
5410,Cabe Rawit,6/21/2023,Kemarau,38500
5411,Kol,6/21/2023,Kemarau,5000
5412,Buncis,6/21/2023,Kemarau,6800
5413,Sawi Putih,6/22/2023,Kemarau,1500
5414,Cabe Chilli,6/22/2023,Kemarau,16500
5415,Cabe Kriting,6/22/2023,Kemarau,33800
5416,Cabe Rawit,6/22/2023,Kemarau,40700
5417,Kol,6/22/2023,Kemarau,10500
5418,Buncis,6/22/2023,Kemarau,5900
5419,Sawi Putih,6/23/2023,Kemarau,4200
5420,Cabe Chilli,6/23/2023,Kemarau,15300
5421,Cabe Kriting,6/23/2023,Kemarau,20500
5422,Cabe Rawit,6/23/2023,Kemarau,46800
5423,Kol,6/23/2023,Kemarau,12000
5424,Buncis,6/23/2023,Kemarau,5800
5425,Sawi Putih,6/24/2023,Kemarau,5000
5426,Cabe Chilli,6/24/2023,Kemarau,20500
5427,Cabe Kriting,6/24/2023,Kemarau,30600
5428,Cabe Rawit,6/24/2023,Kemarau,40800
5429,Kol,6/24/2023,Kemarau,5900
5430,Buncis,6/24/2023,Kemarau,5900
5431,Sawi Putih,6/25/2023,Kemarau,700
5432,Cabe Chilli,6/25/2023,Kemarau,17100
5433,Cabe Kriting,6/25/2023,Kemarau,26000
5434,Cabe Rawit,6/25/2023,Kemarau,35400
5435,Kol,6/25/2023,Kemarau,4000
5436,Buncis,6/25/2023,Kemarau,2400
5437,Sawi Putih,6/26/2023,Kemarau,1000
5438,Cabe Chilli,6/26/2023,Kemarau,26000
5439,Cabe Kriting,6/26/2023,Kemarau,31000
5440,Cabe Rawit,6/26/2023,Kemarau,50800
5441,Kol,6/26/2023,Kemarau,9500
5442,Buncis,6/26/2023,Kemarau,7000
5443,Sawi Putih,6/27/2023,Kemarau,600
5444,Cabe Chilli,6/27/2023,Kemarau,15200
5445,Cabe Kriting,6/27/2023,Kemarau,27400
5446,Cabe Rawit,6/27/2023,Kemarau,37500
5447,Kol,6/27/2023,Kemarau,10200
5448,Buncis,6/27/2023,Kemarau,5200
5449,Sawi Putih,6/28/2023,Kemarau,3600
5450,Cabe Chilli,6/28/2023,Kemarau,18500
5451,Cabe Kriting,6/28/2023,Kemarau,20200
5452,Cabe Rawit,6/28/2023,Kemarau,38400
5453,Kol,6/28/2023,Kemarau,10800
5454,Buncis,6/28/2023,Kemarau,4000
5455,Sawi Putih,6/29/2023,Kemarau,5000
5456,Cabe Chilli,6/29/2023,Kemarau,22100
5457,Cabe Kriting,6/29/2023,Kemarau,24900
5458,Cabe Rawit,6/29/2023,Kemarau,38800
5459,Kol,6/29/2023,Kemarau,3600
5460,Buncis,6/29/2023,Kemarau,7300
5461,Sawi Putih,6/30/2023,Kemarau,3600
5462,Cabe Chilli,6/30/2023,Kemarau,14200
5463,Cabe Kriting,6/30/2023,Kemarau,25200
5464,Cabe Rawit,6/30/2023,Kemarau,36300
5465,Kol,6/30/2023,Kemarau,11500
5466,Buncis,6/30/2023,Kemarau,4800
5467,Sawi Putih,7/1/2023,Kemarau,3200
5468,Cabe Chilli,7/1/2023,Kemarau,19300
5469,Cabe Kriting,7/1/2023,Kemarau,30400
5470,Cabe Rawit,7/1/2023,Kemarau,47100
5471,Kol,7/1/2023,Kemarau,5200
5472,Buncis,7/1/2023,Kemarau,6900
5473,Sawi Putih,7/2/2023,Kemarau,5200
5474,Cabe Chilli,7/2/2023,Kemarau,16000
5475,Cabe Kriting,7/2/2023,Kemarau,16900
5476,Cabe Rawit,7/2/2023,Kemarau,35000
5477,Kol,7/2/2023,Kemarau,8800
5478,Buncis,7/2/2023,Kemarau,6400
5479,Sawi Putih,7/3/2023,Kemarau,1700
5480,Cabe Chilli,7/3/2023,Kemarau,16900
5481,Cabe Kriting,7/3/2023,Kemarau,30600
5482,Cabe Rawit,7/3/2023,Kemarau,38500
5483,Kol,7/3/2023,Kemarau,5600
5484,Buncis,7/3/2023,Kemarau,2700
5485,Sawi Putih,7/4/2023,Kemarau,1800
5486,Cabe Chilli,7/4/2023,Kemarau,21300
5487,Cabe Kriting,7/4/2023,Kemarau,30500
5488,Cabe Rawit,7/4/2023,Kemarau,34000
5489,Kol,7/4/2023,Kemarau,4800
5490,Buncis,7/4/2023,Kemarau,4000
5491,Sawi Putih,7/5/2023,Kemarau,4900
5492,Cabe Chilli,7/5/2023,Kemarau,15800
5493,Cabe Kriting,7/5/2023,Kemarau,23000
5494,Cabe Rawit,7/5/2023,Kemarau,39600
5495,Kol,7/5/2023,Kemarau,5200
5496,Buncis,7/5/2023,Kemarau,2600
5497,Sawi Putih,7/6/2023,Kemarau,2200
5498,Cabe Chilli,7/6/2023,Kemarau,19200
5499,Cabe Kriting,7/6/2023,Kemarau,27400
5500,Cabe Rawit,7/6/2023,Kemarau,35100
5501,Kol,7/6/2023,Kemarau,9800
5502,Buncis,7/6/2023,Kemarau,2600
5503,Sawi Putih,7/7/2023,Kemarau,2200
5504,Cabe Chilli,7/7/2023,Kemarau,19800
5505,Cabe Kriting,7/7/2023,Kemarau,26500
5506,Cabe Rawit,7/7/2023,Kemarau,50300
5507,Kol,7/7/2023,Kemarau,10600
5508,Buncis,7/7/2023,Kemarau,3000
5509,Sawi Putih,7/8/2023,Kemarau,2500
5510,Cabe Chilli,7/8/2023,Kemarau,20100
5511,Cabe Kriting,7/8/2023,Kemarau,28000
5512,Cabe Rawit,7/8/2023,Kemarau,36300
5513,Kol,7/8/2023,Kemarau,10700
5514,Buncis,7/8/2023,Kemarau,4100
5515,Sawi Putih,7/9/2023,Kemarau,3900
5516,Cabe Chilli,7/9/2023,Kemarau,15200
5517,Cabe Kriting,7/9/2023,Kemarau,25100
5518,Cabe Rawit,7/9/2023,Kemarau,36700
5519,Kol,7/9/2023,Kemarau,10300
5520,Buncis,7/9/2023,Kemarau,2500
5521,Sawi Putih,7/10/2023,Kemarau,2300
5522,Cabe Chilli,7/10/2023,Kemarau,19000
5523,Cabe Kriting,7/10/2023,Kemarau,22900
5524,Cabe Rawit,7/10/2023,Kemarau,40100
5525,Kol,7/10/2023,Kemarau,4700
5526,Buncis,7/10/2023,Kemarau,6000
5527,Sawi Putih,7/11/2023,Kemarau,3200
5528,Cabe Chilli,7/11/2023,Kemarau,26500
5529,Cabe Kriting,7/11/2023,Kemarau,28300
5530,Cabe Rawit,7/11/2023,Kemarau,42400
5531,Kol,7/11/2023,Kemarau,7400
5532,Buncis,7/11/2023,Kemarau,7600
5533,Sawi Putih,7/12/2023,Kemarau,2200
5534,Cabe Chilli,7/12/2023,Kemarau,21300
5535,Cabe Kriting,7/12/2023,Kemarau,31000
5536,Cabe Rawit,7/12/2023,Kemarau,41200
5537,Kol,7/12/2023,Kemarau,3300
5538,Buncis,7/12/2023,Kemarau,4900
5539,Sawi Putih,7/13/2023,Kemarau,3400
5540,Cabe Chilli,7/13/2023,Kemarau,16500
5541,Cabe Kriting,7/13/2023,Kemarau,27000
5542,Cabe Rawit,7/13/2023,Kemarau,29500
5543,Kol,7/13/2023,Kemarau,4900
5544,Buncis,7/13/2023,Kemarau,4300
5545,Sawi Putih,7/14/2023,Kemarau,3300
5546,Cabe Chilli,7/14/2023,Kemarau,21900
5547,Cabe Kriting,7/14/2023,Kemarau,20900
5548,Cabe Rawit,7/14/2023,Kemarau,43700
5549,Kol,7/14/2023,Kemarau,4400
5550,Buncis,7/14/2023,Kemarau,2100
5551,Sawi Putih,7/15/2023,Kemarau,4200
5552,Cabe Chilli,7/15/2023,Kemarau,17200
5553,Cabe Kriting,7/15/2023,Kemarau,27200
5554,Cabe Rawit,7/15/2023,Kemarau,39300
5555,Kol,7/15/2023,Kemarau,9200
5556,Buncis,7/15/2023,Kemarau,5600
5557,Sawi Putih,7/16/2023,Kemarau,1200
5558,Cabe Chilli,7/16/2023,Kemarau,26600
5559,Cabe Kriting,7/16/2023,Kemarau,20800
5560,Cabe Rawit,7/16/2023,Kemarau,44800
5561,Kol,7/16/2023,Kemarau,4600
5562,Buncis,7/16/2023,Kemarau,3400
5563,Sawi Putih,7/17/2023,Kemarau,1000
5564,Cabe Chilli,7/17/2023,Kemarau,18500
5565,Cabe Kriting,7/17/2023,Kemarau,26200
5566,Cabe Rawit,7/17/2023,Kemarau,39300
5567,Kol,7/17/2023,Kemarau,10400
5568,Buncis,7/17/2023,Kemarau,4000
5569,Sawi Putih,7/18/2023,Kemarau,5100
5570,Cabe Chilli,7/18/2023,Kemarau,20400
5571,Cabe Kriting,7/18/2023,Kemarau,25400
5572,Cabe Rawit,7/18/2023,Kemarau,42400
5573,Kol,7/18/2023,Kemarau,5400
5574,Buncis,7/18/2023,Kemarau,7800
5575,Sawi Putih,7/19/2023,Kemarau,2700
5576,Cabe Chilli,7/19/2023,Kemarau,20800
5577,Cabe Kriting,7/19/2023,Kemarau,31800
5578,Cabe Rawit,7/19/2023,Kemarau,34400
5579,Kol,7/19/2023,Kemarau,10000
5580,Buncis,7/19/2023,Kemarau,5500
5581,Sawi Putih,7/20/2023,Kemarau,600
5582,Cabe Chilli,7/20/2023,Kemarau,26700
5583,Cabe Kriting,7/20/2023,Kemarau,22500
5584,Cabe Rawit,7/20/2023,Kemarau,35000
5585,Kol,7/20/2023,Kemarau,9600
5586,Buncis,7/20/2023,Kemarau,3200
5587,Sawi Putih,7/21/2023,Kemarau,3900
5588,Cabe Chilli,7/21/2023,Kemarau,16100
5589,Cabe Kriting,7/21/2023,Kemarau,20300
5590,Cabe Rawit,7/21/2023,Kemarau,34600
5591,Kol,7/21/2023,Kemarau,2800
5592,Buncis,7/21/2023,Kemarau,4300
5593,Sawi Putih,7/22/2023,Kemarau,700
5594,Cabe Chilli,7/22/2023,Kemarau,15800
5595,Cabe Kriting,7/22/2023,Kemarau,20200
5596,Cabe Rawit,7/22/2023,Kemarau,33900
5597,Kol,7/22/2023,Kemarau,10100
5598,Buncis,7/22/2023,Kemarau,4700
5599,Sawi Putih,7/23/2023,Kemarau,500
5600,Cabe Chilli,7/23/2023,Kemarau,13700
5601,Cabe Kriting,7/23/2023,Kemarau,19900
5602,Cabe Rawit,7/23/2023,Kemarau,30200
5603,Kol,7/23/2023,Kemarau,2600
5604,Buncis,7/23/2023,Kemarau,5200
5605,Sawi Putih,7/24/2023,Kemarau,1400
5606,Cabe Chilli,7/24/2023,Kemarau,16100
5607,Cabe Kriting,7/24/2023,Kemarau,20200
5608,Cabe Rawit,7/24/2023,Kemarau,30400
5609,Kol,7/24/2023,Kemarau,4400
5610,Buncis,7/24/2023,Kemarau,6600
5611,Sawi Putih,7/25/2023,Kemarau,1200
5612,Cabe Chilli,7/25/2023,Kemarau,16700
5613,Cabe Kriting,7/25/2023,Kemarau,25500
5614,Cabe Rawit,7/25/2023,Kemarau,31500
5615,Kol,7/25/2023,Kemarau,4400
5616,Buncis,7/25/2023,Kemarau,4600
5617,Sawi Putih,7/26/2023,Kemarau,2900
5618,Cabe Chilli,7/26/2023,Kemarau,14400
5619,Cabe Kriting,7/26/2023,Kemarau,19000
5620,Cabe Rawit,7/26/2023,Kemarau,34500
5621,Kol,7/26/2023,Kemarau,10200
5622,Buncis,7/26/2023,Kemarau,4200
5623,Sawi Putih,7/27/2023,Kemarau,4000
5624,Cabe Chilli,7/27/2023,Kemarau,15300
5625,Cabe Kriting,7/27/2023,Kemarau,18500
5626,Cabe Rawit,7/27/2023,Kemarau,30800
5627,Kol,7/27/2023,Kemarau,3100
5628,Buncis,7/27/2023,Kemarau,5200
5629,Sawi Putih,7/28/2023,Kemarau,2200
5630,Cabe Chilli,7/28/2023,Kemarau,17200
5631,Cabe Kriting,7/28/2023,Kemarau,26600
5632,Cabe Rawit,7/28/2023,Kemarau,36800
5633,Kol,7/28/2023,Kemarau,4000
5634,Buncis,7/28/2023,Kemarau,5000
5635,Sawi Putih,7/29/2023,Kemarau,2600
5636,Cabe Chilli,7/29/2023,Kemarau,18000
5637,Cabe Kriting,7/29/2023,Kemarau,24800
5638,Cabe Rawit,7/29/2023,Kemarau,27500
5639,Kol,7/29/2023,Kemarau,5800
5640,Buncis,7/29/2023,Kemarau,2300
5641,Sawi Putih,7/30/2023,Kemarau,1800
5642,Cabe Chilli,7/30/2023,Kemarau,19200
5643,Cabe Kriting,7/30/2023,Kemarau,18900
5644,Cabe Rawit,7/30/2023,Kemarau,28700
5645,Kol,7/30/2023,Kemarau,5900
5646,Buncis,7/30/2023,Kemarau,4400
5647,Sawi Putih,7/31/2023,Kemarau,3600
5648,Cabe Chilli,7/31/2023,Kemarau,18100
5649,Cabe Kriting,7/31/2023,Kemarau,19900
5650,Cabe Rawit,7/31/2023,Kemarau,32400
5651,Kol,7/31/2023,Kemarau,9500
5652,Buncis,7/31/2023,Kemarau,5900
5653,Sawi Putih,8/1/2023,Kemarau,2700
5654,Cabe Chilli,8/1/2023,Kemarau,14800
5655,Cabe Kriting,8/1/2023,Kemarau,23800
5656,Cabe Rawit,8/1/2023,Kemarau,29900
5657,Kol,8/1/2023,Kemarau,9200
5658,Buncis,8/1/2023,Kemarau,3800
5659,Sawi Putih,8/2/2023,Kemarau,4000
5660,Cabe Chilli,8/2/2023,Kemarau,14400
5661,Cabe Kriting,8/2/2023,Kemarau,18400
5662,Cabe Rawit,8/2/2023,Kemarau,27000
5663,Kol,8/2/2023,Kemarau,4300
5664,Buncis,8/2/2023,Kemarau,1800
5665,Sawi Putih,8/3/2023,Kemarau,3100
5666,Cabe Chilli,8/3/2023,Kemarau,22000
5667,Cabe Kriting,8/3/2023,Kemarau,22200
5668,Cabe Rawit,8/3/2023,Kemarau,34700
5669,Kol,8/3/2023,Kemarau,7000
5670,Buncis,8/3/2023,Kemarau,4900
5671,Sawi Putih,8/4/2023,Kemarau,3000
5672,Cabe Chilli,8/4/2023,Kemarau,14400
5673,Cabe Kriting,8/4/2023,Kemarau,22300
5674,Cabe Rawit,8/4/2023,Kemarau,34900
5675,Kol,8/4/2023,Kemarau,2500
5676,Buncis,8/4/2023,Kemarau,3100
5677,Sawi Putih,8/5/2023,Kemarau,900
5678,Cabe Chilli,8/5/2023,Kemarau,14400
5679,Cabe Kriting,8/5/2023,Kemarau,14900
5680,Cabe Rawit,8/5/2023,Kemarau,29700
5681,Kol,8/5/2023,Kemarau,3200
5682,Buncis,8/5/2023,Kemarau,5100
5683,Sawi Putih,8/6/2023,Kemarau,2300
5684,Cabe Chilli,8/6/2023,Kemarau,15400
5685,Cabe Kriting,8/6/2023,Kemarau,17600
5686,Cabe Rawit,8/6/2023,Kemarau,26700
5687,Kol,8/6/2023,Kemarau,8400
5688,Buncis,8/6/2023,Kemarau,3000
5689,Sawi Putih,8/7/2023,Kemarau,1500
5690,Cabe Chilli,8/7/2023,Kemarau,12300
5691,Cabe Kriting,8/7/2023,Kemarau,16900
5692,Cabe Rawit,8/7/2023,Kemarau,34800
5693,Kol,8/7/2023,Kemarau,5200
5694,Buncis,8/7/2023,Kemarau,2100
5695,Sawi Putih,8/8/2023,Kemarau,3500
5696,Cabe Chilli,8/8/2023,Kemarau,12000
5697,Cabe Kriting,8/8/2023,Kemarau,23800
5698,Cabe Rawit,8/8/2023,Kemarau,32200
5699,Kol,8/8/2023,Kemarau,9400
5700,Buncis,8/8/2023,Kemarau,5100
5701,Sawi Putih,8/9/2023,Kemarau,1400
5702,Cabe Chilli,8/9/2023,Kemarau,19400
5703,Cabe Kriting,8/9/2023,Kemarau,21700
5704,Cabe Rawit,8/9/2023,Kemarau,30100
5705,Kol,8/9/2023,Kemarau,6900
5706,Buncis,8/9/2023,Kemarau,6500
5707,Sawi Putih,8/10/2023,Kemarau,3800
5708,Cabe Chilli,8/10/2023,Kemarau,15000
5709,Cabe Kriting,8/10/2023,Kemarau,22400
5710,Cabe Rawit,8/10/2023,Kemarau,28800
5711,Kol,8/10/2023,Kemarau,8400
5712,Buncis,8/10/2023,Kemarau,3900
5713,Sawi Putih,8/11/2023,Kemarau,2500
5714,Cabe Chilli,8/11/2023,Kemarau,19600
5715,Cabe Kriting,8/11/2023,Kemarau,16600
5716,Cabe Rawit,8/11/2023,Kemarau,30500
5717,Kol,8/11/2023,Kemarau,4900
5718,Buncis,8/11/2023,Kemarau,3100
5719,Sawi Putih,8/12/2023,Kemarau,2900
5720,Cabe Chilli,8/12/2023,Kemarau,14700
5721,Cabe Kriting,8/12/2023,Kemarau,25200
5722,Cabe Rawit,8/12/2023,Kemarau,30100
5723,Kol,8/12/2023,Kemarau,6000
5724,Buncis,8/12/2023,Kemarau,2700
5725,Sawi Putih,8/13/2023,Kemarau,500
5726,Cabe Chilli,8/13/2023,Kemarau,17300
5727,Cabe Kriting,8/13/2023,Kemarau,20900
5728,Cabe Rawit,8/13/2023,Kemarau,32200
