Id,Jenis Sayuran,Harga Sayuran per KG,Tanggal Harga,Musim,Harga Pasar
6357,Sawi Putih,4020,2023-06-28,Kemarau,4483.544642501343
6358,Cabe Chilli,55019,2023-06-28,Kemarau,61263.31210986569
6359,Cabe Kriting,73762,2023-06-28,Kemarau,82893.09213654572
6360,Cabe Rawit,37909,2023-06-28,Kemarau,41797.972896765554
6361,Kol,2490,2023-06-28,Kemarau,2779.7257246355234
6362,Buncis,5336,2023-06-28,Kemarau,6006.931626220537
6363,Tomat,3613,2023-06-28,Kemarau,4036.042841831023
6364,Sawi Putih,3519,2023-06-29,Kemarau,4032.910810034078
6365,Cabe Chilli,40014,2023-06-29,Kemarau,45057.39628039818
6366,Cabe Kriting,39877,2023-06-29,Kemarau,45714.32105098826
6367,Cabe Rawit,87643,2023-06-29,Kemarau,99380.67470577569
6368,Kol,4756,2023-06-29,Kemarau,5431.735108486216
6369,Buncis,4525,2023-06-29,Kemarau,5037.968397041418
6370,Tomat,9638,2023-06-29,Kemarau,10615.591579210535
6371,Sawi Putih,1746,2023-06-30,Kemarau,1956.315615803284
6372,Cabe Chilli,76793,2023-06-30,Kemarau,86629.98290547838
6373,Cabe Kriting,24694,2023-06-30,Kemarau,27365.258858429996
6374,Cabe Rawit,93237,2023-06-30,Kemarau,104254.47465657286
6375,Kol,7772,2023-06-30,Kemarau,8689.720132496135
6376,Buncis,3228,2023-06-30,Kemarau,3587.501438172582
6377,Tomat,5946,2023-06-30,Kemarau,6684.967052442442
6378,Sawi Putih,2429,2023-07-01,Kemarau,2696.869821094426
6379,Cabe Chilli,34380,2023-07-01,Kemarau,38002.346594061266
6380,Cabe Kriting,20883,2023-07-01,Kemarau,23901.435403827425
6381,Cabe Rawit,73263,2023-07-01,Kemarau,83447.36927760199
6382,Kol,5658,2023-07-01,Kemarau,6226.417614377524
6383,Buncis,3523,2023-07-01,Kemarau,3947.6361926226054
6384,Tomat,8551,2023-07-01,Kemarau,9764.025409870288
6385,Sawi Putih,1822,2023-07-02,Kemarau,2076.915214338568
6386,Cabe Chilli,78951,2023-07-02,Kemarau,88298.44607174794
6387,Cabe Kriting,61348,2023-07-02,Kemarau,68361.73003353848
6388,Cabe Rawit,33649,2023-07-02,Kemarau,37163.97996921135
6389,Kol,6129,2023-07-02,Kemarau,6858.368806578967
6390,Buncis,5404,2023-07-02,Kemarau,6013.447553803403
6391,Tomat,3123,2023-07-02,Kemarau,3458.044052861038
6392,Sawi Putih,2913,2023-07-03,Kemarau,3339.842366026509
6393,Cabe Chilli,56715,2023-07-03,Kemarau,64312.45722897327
6394,Cabe Kriting,55767,2023-07-03,Kemarau,63170.85380396077
6395,Cabe Rawit,37840,2023-07-03,Kemarau,42657.95551757798
6396,Kol,5983,2023-07-03,Kemarau,6812.876468346005
6397,Buncis,7599,2023-07-03,Kemarau,8610.309980668106
6398,Tomat,5554,2023-07-03,Kemarau,6350.656991678337
6399,Sawi Putih,4924,2023-07-04,Kemarau,5425.051381335352
6400,Cabe Chilli,58973,2023-07-04,Kemarau,67065.18016395195
6401,Cabe Kriting,27627,2023-07-04,Kemarau,30556.596206277518
6402,Cabe Rawit,51724,2023-07-04,Kemarau,58537.53872178541
6403,Kol,3842,2023-07-04,Kemarau,4312.583872497194
6404,Buncis,6227,2023-07-04,Kemarau,7089.820658409758
6405,Tomat,9725,2023-07-04,Kemarau,10995.047601581502
6406,Sawi Putih,1660,2023-07-05,Kemarau,1858.901409884302
6407,Cabe Chilli,77618,2023-07-05,Kemarau,88025.52284216805
6408,Cabe Kriting,23421,2023-07-05,Kemarau,26622.786958140234
6409,Cabe Rawit,46153,2023-07-05,Kemarau,51481.407260176245
6410,Kol,5283,2023-07-05,Kemarau,5813.121821663727
6411,Buncis,2172,2023-07-05,Kemarau,2413.133369600524
6412,Tomat,8907,2023-07-05,Kemarau,10025.671015959535
6413,Sawi Putih,674,2023-07-06,Kemarau,752.6651453521029
6414,Cabe Chilli,23201,2023-07-06,Kemarau,25985.057492678858
6415,Cabe Kriting,46776,2023-07-06,Kemarau,53317.26569000093
6416,Cabe Rawit,20256,2023-07-06,Kemarau,22894.217356694182
6417,Kol,4480,2023-07-06,Kemarau,5046.8367458405855
6418,Buncis,2495,2023-07-06,Kemarau,2778.943369261656
6419,Tomat,7011,2023-07-06,Kemarau,7877.44615240537
6420,Sawi Putih,3029,2023-07-07,Kemarau,3470.02815787868
6421,Cabe Chilli,75986,2023-07-07,Kemarau,87122.06372564247
6422,Cabe Kriting,23669,2023-07-07,Kemarau,27096.937076858696
6423,Cabe Rawit,62567,2023-07-07,Kemarau,69915.3228193267
6424,Kol,3095,2023-07-07,Kemarau,3508.3486861978918
6425,Buncis,7009,2023-07-07,Kemarau,7878.665695795526
6426,Tomat,2748,2023-07-07,Kemarau,3148.8021908287196
6427,Sawi Putih,1308,2023-07-08,Kemarau,1460.7000378392236
6428,Cabe Chilli,73038,2023-07-08,Kemarau,80366.14013463147
6429,Cabe Kriting,49720,2023-07-08,Kemarau,56677.71411990413
6430,Cabe Rawit,55309,2023-07-08,Kemarau,60999.133131529896
6431,Kol,7611,2023-07-08,Kemarau,8401.370944601
6432,Buncis,2361,2023-07-08,Kemarau,2613.9189287814465
6433,Tomat,6425,2023-07-08,Kemarau,7289.929014627187
6434,Sawi Putih,3096,2023-07-09,Kemarau,3539.9492021340966
6435,Cabe Chilli,79905,2023-07-09,Kemarau,90697.64236795025
6436,Cabe Kriting,37325,2023-07-09,Kemarau,41885.850723964286
6437,Cabe Rawit,56694,2023-07-09,Kemarau,64925.280926606814
6438,Kol,7883,2023-07-09,Kemarau,9026.802549524129
6439,Buncis,6542,2023-07-09,Kemarau,7414.899107666505
6440,Tomat,2955,2023-07-09,Kemarau,3387.410818038162
6441,Sawi Putih,880,2023-07-10,Kemarau,1004.2221116677362
6442,Cabe Chilli,50697,2023-07-10,Kemarau,57718.490162714945
6443,Cabe Kriting,66227,2023-07-10,Kemarau,74442.21174104787
6444,Cabe Rawit,30009,2023-07-10,Kemarau,33703.50804789546
6445,Kol,6786,2023-07-10,Kemarau,7697.827845137437
6446,Buncis,4973,2023-07-10,Kemarau,5553.496349140713
6447,Tomat,4947,2023-07-10,Kemarau,5533.132424596099
6448,Sawi Putih,1474,2023-07-11,Kemarau,1637.567887334719
6449,Cabe Chilli,48488,2023-07-11,Kemarau,55604.888384218255
6450,Cabe Kriting,60366,2023-07-11,Kemarau,68097.48218124604
6451,Cabe Rawit,56359,2023-07-11,Kemarau,63282.751001645665
6452,Kol,7566,2023-07-11,Kemarau,8337.103664461198
6453,Buncis,2738,2023-07-11,Kemarau,3125.171707096495
6454,Tomat,7154,2023-07-11,Kemarau,7925.032522619082
6455,Sawi Putih,797,2023-07-12,Kemarau,908.4649475013146
6456,Cabe Chilli,42666,2023-07-12,Kemarau,49050.190942550726
6457,Cabe Kriting,27342,2023-07-12,Kemarau,31117.97793771608
6458,Cabe Rawit,23342,2023-07-12,Kemarau,25713.33592532107
6459,Kol,6853,2023-07-12,Kemarau,7824.583391326589
6460,Buncis,4738,2023-07-12,Kemarau,5301.418450097218
6461,Tomat,1604,2023-07-12,Kemarau,1777.994615105252
6462,Sawi Putih,3025,2023-07-13,Kemarau,3412.9962507027376
6463,Cabe Chilli,41642,2023-07-13,Kemarau,46827.20261598427
6464,Cabe Kriting,67160,2023-07-13,Kemarau,74176.78359227939
6465,Cabe Rawit,49661,2023-07-13,Kemarau,55220.3372895004
6466,Kol,7976,2023-07-13,Kemarau,9092.038595650105
6467,Buncis,7057,2023-07-13,Kemarau,7820.584631922809
6468,Tomat,1055,2023-07-13,Kemarau,1192.5441421272926
6469,Sawi Putih,1408,2023-07-14,Kemarau,1597.9529874818122
6470,Cabe Chilli,70293,2023-07-14,Kemarau,80675.8499264803
6471,Cabe Kriting,20206,2023-07-14,Kemarau,22487.97640145358
6472,Cabe Rawit,94310,2023-07-14,Kemarau,106779.88914045168
6473,Kol,7952,2023-07-14,Kemarau,9040.93516663648
6474,Buncis,4096,2023-07-14,Kemarau,4578.38851204011
6475,Tomat,5480,2023-07-14,Kemarau,6039.164860972405
6476,Sawi Putih,3546,2023-07-15,Kemarau,3944.214393969633
6477,Cabe Chilli,34386,2023-07-15,Kemarau,38615.63723718603
6478,Cabe Kriting,32369,2023-07-15,Kemarau,36225.11625238788
6479,Cabe Rawit,87955,2023-07-15,Kemarau,100880.8417932734
6480,Kol,7229,2023-07-15,Kemarau,8015.106794708848
6481,Buncis,7609,2023-07-15,Kemarau,8704.43208396518
6482,Tomat,3116,2023-07-15,Kemarau,3506.3062215411023
6483,Sawi Putih,2419,2023-07-16,Kemarau,2759.773560396094
6484,Cabe Chilli,43646,2023-07-16,Kemarau,49420.69914773092
6485,Cabe Kriting,33849,2023-07-16,Kemarau,38377.002231501174
6486,Cabe Rawit,40811,2023-07-16,Kemarau,46751.55630483665
6487,Kol,2290,2023-07-16,Kemarau,2549.87698770166
6488,Buncis,3113,2023-07-16,Kemarau,3455.7474890123926
6489,Tomat,9408,2023-07-16,Kemarau,10591.946544102326
6490,Sawi Putih,2193,2023-07-17,Kemarau,2455.786293757794
6491,Cabe Chilli,36770,2023-07-17,Kemarau,40590.870334165964
6492,Cabe Kriting,62766,2023-07-17,Kemarau,69419.11407239754
6493,Cabe Rawit,27574,2023-07-17,Kemarau,31422.25039259808
6494,Kol,2486,2023-07-17,Kemarau,2806.3579355190077
6495,Buncis,3211,2023-07-17,Kemarau,3533.0356582726567
6496,Tomat,2659,2023-07-17,Kemarau,3017.129127694013
6497,Sawi Putih,3817,2023-07-18,Kemarau,4250.559360783634
6498,Cabe Chilli,71674,2023-07-18,Kemarau,81960.8659534254
6499,Cabe Kriting,45217,2023-07-18,Kemarau,50512.94461799137
6500,Cabe Rawit,27622,2023-07-18,Kemarau,30559.230729845076
6501,Kol,3143,2023-07-18,Kemarau,3553.8617498851395
6502,Buncis,7895,2023-07-18,Kemarau,8719.347790132457
6503,Tomat,7505,2023-07-18,Kemarau,8576.411283946363
6504,Sawi Putih,1375,2023-07-19,Kemarau,1542.7450898610857
6505,Cabe Chilli,62450,2023-07-19,Kemarau,69129.65480548769
6506,Cabe Kriting,68354,2023-07-19,Kemarau,77291.78686596735
6507,Cabe Rawit,55057,2023-07-19,Kemarau,63171.647728745105
6508,Kol,5737,2023-07-19,Kemarau,6402.136979142045
6509,Buncis,3910,2023-07-19,Kemarau,4417.088308044301
6510,Tomat,1235,2023-07-19,Kemarau,1410.7499784837137
6511,Sawi Putih,4241,2023-07-20,Kemarau,4766.5850433625255
6512,Cabe Chilli,24101,2023-07-20,Kemarau,27660.506737132935
6513,Cabe Kriting,23354,2023-07-20,Kemarau,25752.89990823504
6514,Cabe Rawit,48588,2023-07-20,Kemarau,53627.699982212354
6515,Kol,4876,2023-07-20,Kemarau,5416.377070695781
6516,Buncis,6157,2023-07-20,Kemarau,7049.14748757241
6517,Tomat,2407,2023-07-20,Kemarau,2697.0424591050287
6518,Sawi Putih,2681,2023-07-21,Kemarau,2976.7957645489164
6519,Cabe Chilli,31242,2023-07-21,Kemarau,34784.429573485424
6520,Cabe Kriting,20894,2023-07-21,Kemarau,23376.57579005954
6521,Cabe Rawit,72164,2023-07-21,Kemarau,80678.16641056215
6522,Kol,2949,2023-07-21,Kemarau,3359.7129270003593
6523,Buncis,5274,2023-07-21,Kemarau,5902.18301733274
6524,Tomat,2556,2023-07-21,Kemarau,2888.3538131135097
6525,Sawi Putih,4625,2023-07-22,Kemarau,5178.977784704374
6526,Cabe Chilli,57235,2023-07-22,Kemarau,63873.010179846504
6527,Cabe Kriting,74468,2023-07-22,Kemarau,82090.36927188166
6528,Cabe Rawit,45669,2023-07-22,Kemarau,51611.34028779299
6529,Kol,5624,2023-07-22,Kemarau,6324.412262328287
6530,Buncis,7735,2023-07-22,Kemarau,8751.266420086986
6531,Tomat,9175,2023-07-22,Kemarau,10176.190299813135
6532,Sawi Putih,1313,2023-07-23,Kemarau,1498.91268769244
6533,Cabe Chilli,27813,2023-07-23,Kemarau,31148.714358799374
6534,Cabe Kriting,55734,2023-07-23,Kemarau,62669.99774788005
6535,Cabe Rawit,72424,2023-07-23,Kemarau,82075.31109426913
6536,Kol,7013,2023-07-23,Kemarau,7778.813809730165
6537,Buncis,6540,2023-07-23,Kemarau,7396.132929572245
6538,Tomat,8555,2023-07-23,Kemarau,9459.398350498881
6539,Sawi Putih,866,2023-07-24,Kemarau,978.1406356681708
6540,Cabe Chilli,57402,2023-07-24,Kemarau,65726.4942207793
6541,Cabe Kriting,76849,2023-07-24,Kemarau,87847.69999996008
6542,Cabe Rawit,55890,2023-07-24,Kemarau,61647.747089189514
6543,Kol,5335,2023-07-24,Kemarau,5989.362366318258
6544,Buncis,7492,2023-07-24,Kemarau,8401.826111619512
6545,Tomat,4562,2023-07-24,Kemarau,5098.985539868716
6546,Sawi Putih,3907,2023-07-25,Kemarau,4412.601923130256
6547,Cabe Chilli,49552,2023-07-25,Kemarau,55207.69288775855
6548,Cabe Kriting,38955,2023-07-25,Kemarau,43025.37728138725
6549,Cabe Rawit,41900,2023-07-25,Kemarau,47708.82418254333
6550,Kol,3104,2023-07-25,Kemarau,3414.571170016182
6551,Buncis,5332,2023-07-25,Kemarau,6073.8101909565175
6552,Tomat,3205,2023-07-25,Kemarau,3623.428845989411
6553,Sawi Putih,1356,2023-07-26,Kemarau,1517.5441469857292
6554,Cabe Chilli,77837,2023-07-26,Kemarau,86680.50160396728
6555,Cabe Kriting,29617,2023-07-26,Kemarau,33137.83005584162
6556,Cabe Rawit,24209,2023-07-26,Kemarau,26719.979642855433
6557,Kol,5193,2023-07-26,Kemarau,5826.400499439283
6558,Buncis,3455,2023-07-26,Kemarau,3857.8154981955436
6559,Tomat,1881,2023-07-26,Kemarau,2151.5582902033298
6560,Sawi Putih,3865,2023-07-27,Kemarau,4340.014891905834
6561,Cabe Chilli,46010,2023-07-27,Kemarau,52203.31087746863
6562,Cabe Kriting,72418,2023-07-27,Kemarau,81985.04731687818
6563,Cabe Rawit,63934,2023-07-27,Kemarau,73206.42745066642
6564,Kol,5573,2023-07-27,Kemarau,6327.897441619261
6565,Buncis,3971,2023-07-27,Kemarau,4508.978137475945
6566,Tomat,3538,2023-07-27,Kemarau,3973.8343750162344
6567,Sawi Putih,4822,2023-07-28,Kemarau,5475.735594429216
6568,Cabe Chilli,60008,2023-07-28,Kemarau,67529.66716105881
6569,Cabe Kriting,70907,2023-07-28,Kemarau,80280.66982794968
6570,Cabe Rawit,68021,2023-07-28,Kemarau,74885.6640916289
6571,Kol,2937,2023-07-28,Kemarau,3332.8714207618327
6572,Buncis,4270,2023-07-28,Kemarau,4788.33952247965
6573,Tomat,8959,2023-07-28,Kemarau,10285.21146627513
6574,Sawi Putih,3858,2023-07-29,Kemarau,4427.308366857847
6575,Cabe Chilli,28139,2023-07-29,Kemarau,31054.795594544186
6576,Cabe Kriting,44669,2023-07-29,Kemarau,51144.04931347722
6577,Cabe Rawit,39685,2023-07-29,Kemarau,44258.79779682416
6578,Kol,6910,2023-07-29,Kemarau,7713.556161539168
6579,Buncis,6607,2023-07-29,Kemarau,7321.7601610728625
6580,Tomat,5587,2023-07-29,Kemarau,6386.9349046198195
6581,Sawi Putih,2031,2023-07-30,Kemarau,2328.044685817347
6582,Cabe Chilli,44193,2023-07-30,Kemarau,50230.27266717505
6583,Cabe Kriting,33482,2023-07-30,Kemarau,37346.32748689967
6584,Cabe Rawit,24523,2023-07-30,Kemarau,27305.099614909115
6585,Kol,3966,2023-07-30,Kemarau,4486.253529197388
6586,Buncis,5430,2023-07-30,Kemarau,5987.734608123282
6587,Tomat,1632,2023-07-30,Kemarau,1823.6508221247707
6588,Sawi Putih,2321,2023-07-31,Kemarau,2641.3321032673803
6589,Cabe Chilli,55574,2023-07-31,Kemarau,61773.95963101111
6590,Cabe Kriting,64622,2023-07-31,Kemarau,72958.8986490683
6591,Cabe Rawit,55926,2023-07-31,Kemarau,63809.614739563294
6592,Kol,5035,2023-07-31,Kemarau,5623.525510668176
6593,Buncis,3676,2023-07-31,Kemarau,4097.962132980231
6594,Tomat,3218,2023-07-31,Kemarau,3582.1081479770796
6595,Sawi Putih,602,2023-08-01,Kemarau,683.0628185677974
6596,Cabe Chilli,36754,2023-08-01,Kemarau,40473.37722106133
6597,Cabe Kriting,54074,2023-08-01,Kemarau,60207.46077676384
6598,Cabe Rawit,53814,2023-08-01,Kemarau,61509.5742235323
6599,Kol,6657,2023-08-01,Kemarau,7490.326563313541
6600,Buncis,6108,2023-08-01,Kemarau,6775.774766955247
6601,Tomat,7363,2023-08-01,Kemarau,8175.8196647687255
6602,Sawi Putih,3428,2023-08-02,Kemarau,3889.582273395021
6603,Cabe Chilli,69154,2023-08-02,Kemarau,77205.84103095823
6604,Cabe Kriting,56648,2023-08-02,Kemarau,64285.364892936785
6605,Cabe Rawit,78969,2023-08-02,Kemarau,89857.92990956602
6606,Kol,6186,2023-08-02,Kemarau,6815.944566299815
6607,Buncis,4932,2023-08-02,Kemarau,5581.745470570793
6608,Tomat,1887,2023-08-02,Kemarau,2086.6368611529647
6609,Sawi Putih,3143,2023-08-03,Kemarau,3554.8225929277933
6610,Cabe Chilli,34483,2023-08-03,Kemarau,38311.059041846405
6611,Cabe Kriting,36915,2023-08-03,Kemarau,41211.5290900214
6612,Cabe Rawit,69535,2023-08-03,Kemarau,78038.92178896625
6613,Kol,3383,2023-08-03,Kemarau,3740.542528473485
6614,Buncis,7619,2023-08-03,Kemarau,8403.972001171505
6615,Tomat,9028,2023-08-03,Kemarau,10035.626162520823
6616,Sawi Putih,2429,2023-08-04,Kemarau,2710.1124128698693
6617,Cabe Chilli,76781,2023-08-04,Kemarau,85044.74641261704
6618,Cabe Kriting,70721,2023-08-04,Kemarau,81167.34025975267
6619,Cabe Rawit,43944,2023-08-04,Kemarau,49702.514685024915
6620,Kol,2296,2023-08-04,Kemarau,2588.528220291568
6621,Buncis,5478,2023-08-04,Kemarau,6113.183439919134
6622,Tomat,3534,2023-08-04,Kemarau,3969.2592599951668
6623,Sawi Putih,1578,2023-08-05,Kemarau,1804.7666359735008
6624,Cabe Chilli,23582,2023-08-05,Kemarau,25988.165134117
6625,Cabe Kriting,42996,2023-08-05,Kemarau,49443.833089966225
6626,Cabe Rawit,61082,2023-08-05,Kemarau,67896.3405049846
6627,Kol,3413,2023-08-05,Kemarau,3866.622467259005
6628,Buncis,7456,2023-08-05,Kemarau,8358.859001951425
6629,Tomat,8009,2023-08-05,Kemarau,9051.74758277972
6630,Sawi Putih,1558,2023-08-06,Kemarau,1733.547860462288
6631,Cabe Chilli,39748,2023-08-06,Kemarau,44110.68679537221
6632,Cabe Kriting,57605,2023-08-06,Kemarau,65600.89396324777
6633,Cabe Rawit,49552,2023-08-06,Kemarau,56150.32696797947
6634,Kol,2113,2023-08-06,Kemarau,2422.545523908297
6635,Buncis,5287,2023-08-06,Kemarau,6028.266783063475
6636,Tomat,5221,2023-08-06,Kemarau,5874.919299774454
6637,Sawi Putih,607,2023-08-07,Kemarau,675.706487730033
6638,Cabe Chilli,73865,2023-08-07,Kemarau,83948.09361783155
6639,Cabe Kriting,61195,2023-08-07,Kemarau,68745.73673147512
6640,Cabe Rawit,23035,2023-08-07,Kemarau,26228.275501798624
6641,Kol,2699,2023-08-07,Kemarau,3070.7208581441846
6642,Buncis,6269,2023-08-07,Kemarau,7125.840163921433
6643,Tomat,7908,2023-08-07,Kemarau,8942.006868817232
6644,Sawi Putih,4925,2023-08-08,Kemarau,5495.514176540626
6645,Cabe Chilli,54051,2023-08-08,Kemarau,60274.860947268324
6646,Cabe Kriting,23610,2023-08-08,Kemarau,26342.128755350343
6647,Cabe Rawit,83626,2023-08-08,Kemarau,96115.92622297542
6648,Kol,6600,2023-08-08,Kemarau,7346.214110412422
6649,Buncis,7461,2023-08-08,Kemarau,8245.149788055893
6650,Tomat,4116,2023-08-08,Kemarau,4567.437131049215
6651,Sawi Putih,4177,2023-08-09,Kemarau,4635.201430845342
6652,Cabe Chilli,55877,2023-08-09,Kemarau,62672.39148484971
6653,Cabe Kriting,58271,2023-08-09,Kemarau,66137.13193695122
6654,Cabe Rawit,54167,2023-08-09,Kemarau,61502.62989623455
6655,Kol,3760,2023-08-09,Kemarau,4288.781483181263
6656,Buncis,5373,2023-08-09,Kemarau,6101.822264561163
6657,Tomat,5536,2023-08-09,Kemarau,6156.336861938859
6658,Sawi Putih,4427,2023-08-10,Kemarau,5060.900740386421
6659,Cabe Chilli,35290,2023-08-10,Kemarau,39594.1071276779
6660,Cabe Kriting,43995,2023-08-10,Kemarau,50159.05975466595
6661,Cabe Rawit,48213,2023-08-10,Kemarau,54421.2568616575
6662,Kol,6818,2023-08-10,Kemarau,7715.349815853318
6663,Buncis,7554,2023-08-10,Kemarau,8586.299122978458
6664,Tomat,8018,2023-08-10,Kemarau,8832.832650392917
6665,Sawi Putih,3318,2023-08-11,Kemarau,3799.3658915162787
6666,Cabe Chilli,50839,2023-08-11,Kemarau,56947.7145333042
6667,Cabe Kriting,37503,2023-08-11,Kemarau,41940.14226433422
6668,Cabe Rawit,74721,2023-08-11,Kemarau,82769.30507582451
6669,Kol,5596,2023-08-11,Kemarau,6375.441433851896
6670,Buncis,5382,2023-08-11,Kemarau,6024.934967757983
6671,Tomat,3884,2023-08-11,Kemarau,4428.350703738474
6672,Sawi Putih,531,2023-08-12,Kemarau,610.1054283612061
6673,Cabe Chilli,58484,2023-08-12,Kemarau,66517.83755392628
6674,Cabe Kriting,41125,2023-08-12,Kemarau,46840.64393416381
6675,Cabe Rawit,39413,2023-08-12,Kemarau,44128.97973384565
6676,Kol,2190,2023-08-12,Kemarau,2482.167446200911
6677,Buncis,4630,2023-08-12,Kemarau,5207.0893252779515
6678,Tomat,3438,2023-08-12,Kemarau,3931.7119498851307
6679,Sawi Putih,3711,2023-08-13,Kemarau,4192.092551519058
6680,Cabe Chilli,25073,2023-08-13,Kemarau,27871.164682630195
6681,Cabe Kriting,57182,2023-08-13,Kemarau,63404.73096396856
6682,Cabe Rawit,62598,2023-08-13,Kemarau,69646.28407676205
6683,Kol,5306,2023-08-13,Kemarau,5973.871851325566
6684,Buncis,6433,2023-08-13,Kemarau,7317.16358083406
6685,Tomat,9839,2023-08-13,Kemarau,10951.065617316832
6686,Sawi Putih,4668,2023-08-14,Kemarau,5347.150855252924
6687,Cabe Chilli,50542,2023-08-14,Kemarau,55994.29673443168
6688,Cabe Kriting,71866,2023-08-14,Kemarau,80369.25869131977
6689,Cabe Rawit,36658,2023-08-14,Kemarau,41210.579301643564
6690,Kol,2459,2023-08-14,Kemarau,2727.6815491301923
6691,Buncis,7808,2023-08-14,Kemarau,8938.651601352985
6692,Tomat,4008,2023-08-14,Kemarau,4494.347729129681
6693,Sawi Putih,2529,2023-08-15,Kemarau,2867.0871296620808
6694,Cabe Chilli,27196,2023-08-15,Kemarau,30990.621820016004
6695,Cabe Kriting,23820,2023-08-15,Kemarau,26634.764335171585
6696,Cabe Rawit,95523,2023-08-15,Kemarau,106371.55363172616
6697,Kol,7512,2023-08-15,Kemarau,8419.463523506969
6698,Buncis,5232,2023-08-15,Kemarau,5913.567592420009
6699,Tomat,6649,2023-08-15,Kemarau,7554.269022496303
6700,Sawi Putih,819,2023-08-16,Kemarau,930.6868845582228
6701,Cabe Chilli,53841,2023-08-16,Kemarau,61758.5818428368
6702,Cabe Kriting,23316,2023-08-16,Kemarau,26485.729592280208
6703,Cabe Rawit,40793,2023-08-16,Kemarau,45810.19021652328
6704,Kol,7196,2023-08-16,Kemarau,7936.093840391356
6705,Buncis,4054,2023-08-16,Kemarau,4543.174597105316
6706,Tomat,5261,2023-08-16,Kemarau,5916.977794669984
6707,Sawi Putih,2251,2023-08-17,Kemarau,2556.3408487988954
6708,Cabe Chilli,40139,2023-08-17,Kemarau,45620.55961517918
6709,Cabe Kriting,33207,2023-08-17,Kemarau,36829.709283703174
6710,Cabe Rawit,86902,2023-08-17,Kemarau,97655.55603068901
6711,Kol,5645,2023-08-17,Kemarau,6253.759163495031
6712,Buncis,5391,2023-08-17,Kemarau,6143.623668688239
6713,Tomat,7852,2023-08-17,Kemarau,8997.544363388113
6714,Sawi Putih,3232,2023-08-18,Kemarau,3619.085283497936
6715,Cabe Chilli,78759,2023-08-18,Kemarau,88353.3172392551
6716,Cabe Kriting,54178,2023-08-18,Kemarau,60936.919811847336
6717,Cabe Rawit,50709,2023-08-18,Kemarau,58126.257966196405
6718,Kol,7215,2023-08-18,Kemarau,7971.700041634268
6719,Buncis,4146,2023-08-18,Kemarau,4714.779762989848
6720,Tomat,2717,2023-08-18,Kemarau,3057.6931857277636
6721,Sawi Putih,1244,2023-08-19,Kemarau,1383.0014709644731
6722,Cabe Chilli,27396,2023-08-19,Kemarau,30244.422100339172
6723,Cabe Kriting,22318,2023-08-19,Kemarau,25416.54712527583
6724,Cabe Rawit,33655,2023-08-19,Kemarau,38297.18113226286
6725,Kol,7103,2023-08-19,Kemarau,7991.523614450113
6726,Buncis,5465,2023-08-19,Kemarau,6217.8796161184255
6727,Tomat,2648,2023-08-19,Kemarau,2962.82642182489
6728,Sawi Putih,3527,2023-08-20,Kemarau,3885.129877720174
6729,Cabe Chilli,70248,2023-08-20,Kemarau,79185.3291933302
6730,Cabe Kriting,24462,2023-08-20,Kemarau,27460.24168578455
6731,Cabe Rawit,41334,2023-08-20,Kemarau,47302.44993574972
6732,Kol,3585,2023-08-20,Kemarau,4097.342018504734
6733,Buncis,6833,2023-08-20,Kemarau,7763.930189297039
6734,Tomat,5533,2023-08-20,Kemarau,6233.572120474784
6735,Sawi Putih,1635,2023-08-21,Kemarau,1870.5989382077446
6736,Cabe Chilli,36371,2023-08-21,Kemarau,40489.107805318046
6737,Cabe Kriting,41825,2023-08-21,Kemarau,46492.20644792347
6738,Cabe Rawit,76335,2023-08-21,Kemarau,87182.33434484652
6739,Kol,6247,2023-08-21,Kemarau,7115.7336223301345
6740,Buncis,3922,2023-08-21,Kemarau,4421.943734395713
6741,Tomat,1380,2023-08-21,Kemarau,1572.7335742012613
6742,Sawi Putih,4821,2023-08-22,Kemarau,5361.638177097541
6743,Cabe Chilli,73657,2023-08-22,Kemarau,81770.53801605034
6744,Cabe Kriting,35357,2023-08-22,Kemarau,39235.73128226332
6745,Cabe Rawit,93428,2023-08-22,Kemarau,104902.95168087541
6746,Kol,3840,2023-08-22,Kemarau,4337.621734981523
6747,Buncis,7249,2023-08-22,Kemarau,8039.739099222045
6748,Tomat,6129,2023-08-22,Kemarau,7002.707157632944
6749,Sawi Putih,2314,2023-08-23,Kemarau,2657.4958354581568
6750,Cabe Chilli,23204,2023-08-23,Kemarau,26556.914430950197
6751,Cabe Kriting,40401,2023-08-23,Kemarau,45252.25239089088
6752,Cabe Rawit,98062,2023-08-23,Kemarau,111134.49959191289
6753,Kol,4526,2023-08-23,Kemarau,5129.115468541277
6754,Buncis,2943,2023-08-23,Kemarau,3290.301856196652
6755,Tomat,4860,2023-08-23,Kemarau,5400.422438950926
6756,Sawi Putih,996,2023-08-24,Kemarau,1128.3489298145598
6757,Cabe Chilli,35534,2023-08-24,Kemarau,39776.399088687984
6758,Cabe Kriting,31276,2023-08-24,Kemarau,35572.53211096285
6759,Cabe Rawit,59224,2023-08-24,Kemarau,65595.21640687724
6760,Kol,2426,2023-08-24,Kemarau,2672.292116661106
6761,Buncis,5416,2023-08-24,Kemarau,6197.468779122683
6762,Tomat,3380,2023-08-24,Kemarau,3807.6439637928565
6763,Sawi Putih,2940,2023-08-25,Kemarau,3356.288208430946
6764,Cabe Chilli,46653,2023-08-25,Kemarau,53584.448362467396
