ID,Jenis Sayuran,Tanggal Harga,Harga Pengepul per Kilogram,Harga Pasar per Kilogram
5538,Buncis,2023-07-12,4676,5043.103638155468
5539,Sawi Putih,2023-07-13,3297,3465.4394371581902
5540,Cabe Chilli,2023-07-13,62764,67467.96947361904
5541,Cabe Kriting,2023-07-13,23592,25672.11288239789
5542,Cabe Rawit,2023-07-13,58782,63472.83942295366
5543,Kol,2023-07-13,3127,3435.563924203695
5544,Buncis,2023-07-13,4000,4206.324536906525
5545,Sawi Putih,2023-07-14,3501,3828.110243761881
5546,Cabe Chilli,2023-07-14,69890,75825.42311982391
5547,Cabe Kriting,2023-07-14,56037,59313.702085856974
5548,Cabe Rawit,2023-07-14,40517,43982.39142914495
5549,Kol,2023-07-14,3033,3188.824106953506
5550,Buncis,2023-07-14,2105,2247.698499317363
5551,Sawi Putih,2023-07-15,4144,4496.005519921115
5552,Cabe Chilli,2023-07-15,29609,31341.66827596774
5553,Cabe Kriting,2023-07-15,20856,22440.118883421183
5554,Cabe Rawit,2023-07-15,73995,78160.07088060984
5555,Kol,2023-07-15,5847,6376.996809619537
5556,Buncis,2023-07-15,5683,6004.5637682214165
5557,Sawi Putih,2023-07-16,1170,1240.0075895202565
5558,Cabe Chilli,2023-07-16,77490,83852.9929711032
5559,Cabe Kriting,2023-07-16,72882,78063.42957112202
5560,Cabe Rawit,2023-07-16,45513,49078.07926551679
5561,Kol,2023-07-16,3441,3624.282850818112
5562,Buncis,2023-07-16,3721,3974.3500510488616
5563,Sawi Putih,2023-07-17,1027,1101.916644004059
5564,Cabe Chilli,2023-07-17,44820,48733.06128087542
5565,Cabe Kriting,2023-07-17,73447,80238.63517782887
5566,Cabe Rawit,2023-07-17,42970,46079.04192140233
5567,Kol,2023-07-17,7547,8040.372368193429
5568,Buncis,2023-07-17,3907,4159.0189488894775
5569,Sawi Putih,2023-07-18,4754,5088.3112412958335
5570,Cabe Chilli,2023-07-18,73235,78596.88478165548
5571,Cabe Kriting,2023-07-18,49216,52838.726450310394
5572,Cabe Rawit,2023-07-18,71387,75832.53261773284
5573,Kol,2023-07-18,3900,4210.809960437815
5574,Buncis,2023-07-18,7608,8002.154327022326
5575,Sawi Putih,2023-07-19,2589,2767.104778688958
5576,Cabe Chilli,2023-07-19,76850,82596.57311872598
5577,Cabe Kriting,2023-07-19,48393,51683.79642783935
5578,Cabe Rawit,2023-07-19,55096,60443.83355341252
5579,Kol,2023-07-19,6290,6795.263524286445
5580,Buncis,2023-07-19,5205,5703.8595622931425
5581,Sawi Putih,2023-07-20,626,685.2631133364121
5582,Cabe Chilli,2023-07-20,20527,22114.351470827078
5583,Cabe Kriting,2023-07-20,59649,63923.55144891506
5584,Cabe Rawit,2023-07-20,40108,42397.89743635077
5585,Kol,2023-07-20,6396,6825.577153890239
5586,Buncis,2023-07-20,3088,3361.379667335875
5587,Sawi Putih,2023-07-21,4509,4845.370694788411
5588,Cabe Chilli,2023-07-21,78440,83150.94915169582
5589,Cabe Kriting,2023-07-21,45214,49298.073237810735
5590,Cabe Rawit,2023-07-21,52257,56418.07135005896
5591,Kol,2023-07-21,2176,2373.196704499241
5592,Buncis,2023-07-21,5544,6009.38596681197
5593,Sawi Putih,2023-07-22,820,871.4844161631487
5594,Cabe Chilli,2023-07-22,35369,37286.40472444789
5595,Cabe Kriting,2023-07-22,47461,50273.96604955985
5596,Cabe Rawit,2023-07-22,32465,35232.18717079567
5597,Kol,2023-07-22,7474,8078.088304622852
5598,Buncis,2023-07-22,5518,5984.499407628769
5599,Sawi Putih,2023-07-23,645,691.0734613286977
5600,Cabe Chilli,2023-07-23,45308,47781.22218071681
5601,Cabe Kriting,2023-07-23,44251,48453.98894649378
5602,Cabe Rawit,2023-07-23,20490,22010.65480956144
5603,Kol,2023-07-23,2183,2327.403509115493
5604,Buncis,2023-07-23,6413,6948.269140499217
5605,Sawi Putih,2023-07-24,1575,1680.139442754722
5606,Cabe Chilli,2023-07-24,56056,61510.639880710885
5607,Cabe Kriting,2023-07-24,34997,37315.73102456816
5608,Cabe Rawit,2023-07-24,53546,58471.93369219275
5609,Kol,2023-07-24,3602,3825.0151370105395
5610,Buncis,2023-07-24,7877,8579.887806925728
5611,Sawi Putih,2023-07-25,1453,1594.3582326458868
5612,Cabe Chilli,2023-07-25,63120,68593.81913249215
5613,Cabe Kriting,2023-07-25,58048,62226.42637698504
5614,Cabe Rawit,2023-07-25,70112,74635.21904175183
5615,Kol,2023-07-25,3905,4256.274185366025
5616,Buncis,2023-07-25,5726,6080.684724522978
5617,Sawi Putih,2023-07-26,3464,3787.260690677187
5618,Cabe Chilli,2023-07-26,24382,26759.17975184756
5619,Cabe Kriting,2023-07-26,63835,68632.78328332913
5620,Cabe Rawit,2023-07-26,65680,69011.50810894999
5621,Kol,2023-07-26,7757,8481.839898005393
5622,Buncis,2023-07-26,4878,5341.655592360366
5623,Sawi Putih,2023-07-27,4687,5044.490564755536
5624,Cabe Chilli,2023-07-27,40147,42513.50481789714
5625,Cabe Kriting,2023-07-27,33262,34959.1895205417
5626,Cabe Rawit,2023-07-27,62960,66409.72190895438
5627,Kol,2023-07-27,2373,2598.813513772749
5628,Buncis,2023-07-27,6242,6664.906501577432
5629,Sawi Putih,2023-07-28,2660,2818.226813632405
5630,Cabe Chilli,2023-07-28,47747,50168.39592118426
5631,Cabe Kriting,2023-07-28,45270,47548.68672142966
5632,Cabe Rawit,2023-07-28,59588,64285.771373414624
5633,Kol,2023-07-28,3262,3555.4559323610947
5634,Buncis,2023-07-28,5866,6210.444428311471
5635,Sawi Putih,2023-07-29,3047,3330.212781228339
5636,Cabe Chilli,2023-07-29,47124,51570.374505948035
5637,Cabe Kriting,2023-07-29,66673,70081.98282643342
5638,Cabe Rawit,2023-07-29,36378,39381.95527810315
5639,Kol,2023-07-29,4431,4828.042728213627
5640,Buncis,2023-07-29,2570,2752.350738172648
5641,Sawi Putih,2023-07-30,2065,2188.3242801104093
5642,Cabe Chilli,2023-07-30,78149,85268.25673346949
5643,Cabe Kriting,2023-07-30,28056,29789.055190085222
5644,Cabe Rawit,2023-07-30,56387,60794.49192591468
5645,Kol,2023-07-30,4730,5155.507229340432
5646,Buncis,2023-07-30,5115,5384.950689453489
5647,Sawi Putih,2023-07-31,4522,4839.2848548595675
5648,Cabe Chilli,2023-07-31,55000,58086.89425921588
5649,Cabe Kriting,2023-07-31,23979,25927.50296145223
5650,Cabe Rawit,2023-07-31,57147,62022.34708948191
5651,Kol,2023-07-31,7708,8207.464387822964
5652,Buncis,2023-07-31,7426,8134.636385367031
5653,Sawi Putih,2023-08-01,3341,3641.697047940089
5654,Cabe Chilli,2023-08-01,21762,23790.007269471185
5655,Cabe Kriting,2023-08-01,54575,58659.489682190004
5656,Cabe Rawit,2023-08-01,64596,70332.43027366059
5657,Kol,2023-08-01,7469,8186.4046770795185
5658,Buncis,2023-08-01,5004,5340.6873028139225
5659,Sawi Putih,2023-08-02,4618,4975.151570472327
5660,Cabe Chilli,2023-08-02,69503,74077.5402479553
5661,Cabe Kriting,2023-08-02,37308,39363.92704231598
5662,Cabe Rawit,2023-08-02,24351,26506.2386196192
5663,Kol,2023-08-02,3787,4004.04686035777
5664,Buncis,2023-08-02,2064,2226.823582054269
5665,Sawi Putih,2023-08-03,3803,3995.371114334411
5666,Cabe Chilli,2023-08-03,38157,41187.342785270106
5667,Cabe Kriting,2023-08-03,44199,47883.15098276096
5668,Cabe Rawit,2023-08-03,61944,67698.08391352963
5669,Kol,2023-08-03,5637,6147.3747709463905
5670,Buncis,2023-08-03,6575,7048.714109836937
5671,Sawi Putih,2023-08-04,3417,3635.3768524762745
5672,Cabe Chilli,2023-08-04,78880,83882.81453049321
5673,Cabe Kriting,2023-08-04,20571,22356.76787262596
5674,Cabe Rawit,2023-08-04,52275,55871.916504678455
5675,Kol,2023-08-04,2321,2463.073399741498
5676,Buncis,2023-08-04,3761,4133.408636134351
5677,Sawi Putih,2023-08-05,1000,1073.942116455916
5678,Cabe Chilli,2023-08-05,42680,45927.36247324103
5679,Cabe Kriting,2023-08-05,34226,37268.57279466555
5680,Cabe Rawit,2023-08-05,30475,32685.45515022817
5681,Kol,2023-08-05,2846,3045.8496955658647
5682,Buncis,2023-08-05,6264,6748.450850131677
5683,Sawi Putih,2023-08-06,2880,3051.250326917645
5684,Cabe Chilli,2023-08-06,31941,34076.25407595431
5685,Cabe Kriting,2023-08-06,62431,66483.27683433736
5686,Cabe Rawit,2023-08-06,36714,40263.4798902443
5687,Kol,2023-08-06,7510,7895.2415976478605
5688,Buncis,2023-08-06,3604,3876.0835426445306
5689,Sawi Putih,2023-08-07,1909,2062.6974984258086
5690,Cabe Chilli,2023-08-07,38785,40738.78062145759
5691,Cabe Kriting,2023-08-07,29568,32023.739417238095
5692,Cabe Rawit,2023-08-07,34092,35855.154870372324
5693,Kol,2023-08-07,4240,4520.546415794262
5694,Buncis,2023-08-07,2528,2718.790167134097
5695,Sawi Putih,2023-08-08,3746,4082.7168976655275
5696,Cabe Chilli,2023-08-08,68625,73745.73075607556
5697,Cabe Kriting,2023-08-08,57968,63283.620469905174
5698,Cabe Rawit,2023-08-08,70182,73728.82308156427
5699,Kol,2023-08-08,7755,8281.228637587381
5700,Buncis,2023-08-08,6366,6784.262719837978
5701,Sawi Putih,2023-08-09,1633,1721.1109035450006
5702,Cabe Chilli,2023-08-09,75949,82099.37574322624
5703,Cabe Kriting,2023-08-09,23892,25195.31841607797
5704,Cabe Rawit,2023-08-09,69377,73696.893832021
5705,Kol,2023-08-09,5723,6156.171830785769
5706,Buncis,2023-08-09,7095,7790.595396222176
5707,Sawi Putih,2023-08-10,4826,5120.505986831595
5708,Cabe Chilli,2023-08-10,22802,24171.244855840458
5709,Cabe Kriting,2023-08-10,24587,26602.433201881326
5710,Cabe Rawit,2023-08-10,56261,59822.59045349295
5711,Kol,2023-08-10,6823,7195.89098605519
5712,Buncis,2023-08-10,4553,4920.621065153578
5713,Sawi Putih,2023-08-11,3154,3328.3903808929217
5714,Cabe Chilli,2023-08-11,38418,41372.17873850261
5715,Cabe Kriting,2023-08-11,41767,44265.78565323633
5716,Cabe Rawit,2023-08-11,64129,70321.75389352273
5717,Kol,2023-08-11,4508,4826.8580898269265
5718,Buncis,2023-08-11,3705,4066.3479181696634
5719,Sawi Putih,2023-08-12,3655,3857.9994520245114
5720,Cabe Chilli,2023-08-12,62030,65989.0430607901
5721,Cabe Kriting,2023-08-12,39916,41958.32670505697
5722,Cabe Rawit,2023-08-12,63197,67161.34441633722
5723,Kol,2023-08-12,4835,5276.6290538362055
5724,Buncis,2023-08-12,2939,3195.6142809190515
5725,Sawi Putih,2023-08-13,671,717.2917220005734
5726,Cabe Chilli,2023-08-13,74996,81469.82744580625
5727,Cabe Kriting,2023-08-13,51664,54959.51120678275
5728,Cabe Rawit,2023-08-13,49371,52351.733829442644
5729,Kol,2023-08-13,5315,5656.128979055901
5730,Buncis,2023-08-13,6374,6775.231797284015
5731,Sawi Putih,2023-08-14,1596,1697.9603121197847
5732,Cabe Chilli,2023-08-14,49693,53524.48762183094
5733,Cabe Kriting,2023-08-14,67286,71895.0550866753
5734,Cabe Rawit,2023-08-14,66870,71745.9583797595
5735,Kol,2023-08-14,6101,6630.73208439047
5736,Buncis,2023-08-14,2440,2627.505767916999
5737,Sawi Putih,2023-08-15,2337,2466.4911596883853
5738,Cabe Chilli,2023-08-15,76879,81653.77358966212
5739,Cabe Kriting,2023-08-15,48797,52160.791372824446
5740,Cabe Rawit,2023-08-15,57742,61063.8980197227
5741,Kol,2023-08-15,2221,2396.8110209911765
5742,Buncis,2023-08-15,2310,2506.627652911473
5743,Sawi Putih,2023-08-16,4034,4297.322665285317
5744,Cabe Chilli,2023-08-16,45184,48785.95255600271
5745,Cabe Kriting,2023-08-16,28670,30439.37141823234
5746,Cabe Rawit,2023-08-16,51818,55311.8379157415
5747,Kol,2023-08-16,7168,7560.841537749991
5748,Buncis,2023-08-16,7925,8332.67221099436
5749,Sawi Putih,2023-08-17,899,952.3464122618979
5750,Cabe Chilli,2023-08-17,61042,65398.283075475265
5751,Cabe Kriting,2023-08-17,38756,40696.52587532947
5752,Cabe Rawit,2023-08-17,55502,59122.643445076916
5753,Kol,2023-08-17,7834,8439.813109708846
5754,Buncis,2023-08-17,2423,2571.6022336175483
5755,Sawi Putih,2023-08-18,1619,1763.5994680259464
5756,Cabe Chilli,2023-08-18,53823,57881.41887861606
5757,Cabe Kriting,2023-08-18,30059,32973.31281114854
5758,Cabe Rawit,2023-08-18,43789,46198.808592414294
5759,Kol,2023-08-18,6975,7447.65023938609
5760,Buncis,2023-08-18,2673,2888.6565439118526
5761,Sawi Putih,2023-08-19,4256,4538.5974798384295
5762,Cabe Chilli,2023-08-19,50647,53519.93085181241
5763,Cabe Kriting,2023-08-19,65333,70528.69910318743
5764,Cabe Rawit,2023-08-19,22102,23844.723233659963
5765,Kol,2023-08-19,4590,5032.443224723676
5766,Buncis,2023-08-19,3195,3411.6784649569236
5767,Sawi Putih,2023-08-20,4707,5116.917008111717
5768,Cabe Chilli,2023-08-20,69410,73205.585795041
5769,Cabe Kriting,2023-08-20,67591,74187.5159253597
5770,Cabe Rawit,2023-08-20,74161,79944.89910704957
5771,Kol,2023-08-20,2612,2751.208600532908
5772,Buncis,2023-08-20,6988,7667.123148279129
5773,Sawi Putih,2023-08-21,4333,4599.844543261486
5774,Cabe Chilli,2023-08-21,36905,39584.76510732549
5775,Cabe Kriting,2023-08-21,52140,55330.543990940656
5776,Cabe Rawit,2023-08-21,22083,23478.714393351336
5777,Kol,2023-08-21,6656,7054.906131102134
5778,Buncis,2023-08-21,2976,3183.1210313579204
5779,Sawi Putih,2023-08-22,2983,3274.7462340225848
5780,Cabe Chilli,2023-08-22,24058,25722.663980450576
5781,Cabe Kriting,2023-08-22,59806,65004.263016591925
5782,Cabe Rawit,2023-08-22,22506,24027.834473244195
5783,Kol,2023-08-22,2475,2618.109098327079
5784,Buncis,2023-08-22,3417,3632.9638250981193
5785,Sawi Putih,2023-08-23,4020,4270.228688065349
5786,Cabe Chilli,2023-08-23,29442,32329.669387095866
5787,Cabe Kriting,2023-08-23,58803,62337.533305277306
5788,Cabe Rawit,2023-08-23,76513,82310.93658121607
5789,Kol,2023-08-23,4034,4294.18367401256
5790,Buncis,2023-08-23,2814,3077.5683046465338
5791,Sawi Putih,2023-08-24,4398,4827.447784969319
5792,Cabe Chilli,2023-08-24,45712,50027.16591659133
5793,Cabe Kriting,2023-08-24,78045,85821.50252484073
5794,Cabe Rawit,2023-08-24,74648,78686.0699990151
5795,Kol,2023-08-24,2943,3137.409099270741
5796,Buncis,2023-08-24,6302,6633.904806706125
5797,Sawi Putih,2023-08-25,3012,3178.67345810705
5798,Cabe Chilli,2023-08-25,57114,60876.86595150434
5799,Cabe Kriting,2023-08-25,77778,84617.50759170581
5800,Cabe Rawit,2023-08-25,74469,79644.33930752557
5801,Kol,2023-08-25,5681,6209.364158605042
5802,Buncis,2023-08-25,5534,5834.287373621183
5803,Sawi Putih,2023-08-26,2812,2979.257427844214
5804,Cabe Chilli,2023-08-26,68508,72715.74507173614
5805,Cabe Kriting,2023-08-26,28246,30632.485116501357
5806,Cabe Rawit,2023-08-26,75498,79585.8950314659
5807,Kol,2023-08-26,2770,3015.4130480896515
5808,Buncis,2023-08-26,6025,6566.827152457505
5809,Sawi Putih,2023-08-27,839,888.0464896647078
5810,Cabe Chilli,2023-08-27,55377,60731.41773037161
5811,Cabe Kriting,2023-08-27,60638,66474.19302116937
5812,Cabe Rawit,2023-08-27,71277,76515.78002490645
5813,Kol,2023-08-27,7490,8022.0460079996665
5814,Buncis,2023-08-27,4206,4557.979832140071
5815,Sawi Putih,2023-08-28,3157,3415.1231758267245
5816,Cabe Chilli,2023-08-28,69501,74389.5650514086
5817,Cabe Kriting,2023-08-28,71931,79028.54828439567
5818,Cabe Rawit,2023-08-28,28803,31461.533931938342
5819,Kol,2023-08-28,6925,7316.70827405174
5820,Buncis,2023-08-28,5762,6185.008973759988
5821,Sawi Putih,2023-08-29,990,1069.0096949535287
5822,Cabe Chilli,2023-08-29,22088,24290.538079876107
5823,Cabe Kriting,2023-08-29,67936,72878.86269755958
5824,Cabe Rawit,2023-08-29,64292,68271.58185558868
5825,Kol,2023-08-29,3078,3364.1823280418826
5826,Buncis,2023-08-29,6756,7350.329688831655
5827,Sawi Putih,2023-08-30,2325,2453.739174130695
5828,Cabe Chilli,2023-08-30,67223,73173.29061234748
5829,Cabe Kriting,2023-08-30,57080,60288.44611453129
5830,Cabe Rawit,2023-08-30,28436,30367.157152552238
5831,Kol,2023-08-30,2200,2322.0155936191277
5832,Buncis,2023-08-30,7036,7476.059587716678
5833,Sawi Putih,2023-08-31,2509,2712.114831535854
5834,Cabe Chilli,2023-08-31,38449,42094.05824778721
5835,Cabe Kriting,2023-08-31,29622,32128.321682339112
5836,Cabe Rawit,2023-08-31,36722,38805.90263370821
5837,Kol,2023-08-31,7635,8380.987531597386
5838,Buncis,2023-08-31,4719,4961.2065018121375
5839,Sawi Putih,2023-09-01,1877,2043.8408624903388
5840,Cabe Chilli,2023-09-01,69344,74076.79575629305
5841,Cabe Kriting,2023-09-01,64448,67855.03644516697
5842,Cabe Rawit,2023-09-01,57244,60802.49921919827
5843,Kol,2023-09-01,2312,2495.4785707100023
5844,Buncis,2023-09-01,5665,6082.541995697904
5845,Sawi Putih,2023-09-02,1122,1186.320783510595
5846,Cabe Chilli,2023-09-02,47167,50466.04466799912
5847,Cabe Kriting,2023-09-02,38556,40530.173435863944
5848,Cabe Rawit,2023-09-02,56194,61167.36337128465
5849,Kol,2023-09-02,7520,7949.126827532834
5850,Buncis,2023-09-02,5787,6077.320644954481
5851,Sawi Putih,2023-09-03,1006,1093.1217813165033
5852,Cabe Chilli,2023-09-03,52651,57378.45453757333
5853,Cabe Kriting,2023-09-03,36208,38163.09853858694
5854,Cabe Rawit,2023-09-03,44941,49175.656564933626
5855,Kol,2023-09-03,4913,5343.361358081881
5856,Buncis,2023-09-03,4589,4952.162233175803
5857,Sawi Putih,2023-09-04,1910,2087.4395071004983
5858,Cabe Chilli,2023-09-04,79265,83576.48057015955
5859,Cabe Kriting,2023-09-04,24289,26376.512034075862
5860,Cabe Rawit,2023-09-04,44844,47529.846200004
5861,Kol,2023-09-04,7604,8303.797184694296
5862,Buncis,2023-09-04,5362,5724.3987163303755
5863,Sawi Putih,2023-09-05,1445,1581.8267870070886
5864,Cabe Chilli,2023-09-05,37930,40825.3147946151
5865,Cabe Kriting,2023-09-05,66621,72718.0657810177
5866,Cabe Rawit,2023-09-05,34776,36587.78979514083
5867,Kol,2023-09-05,2590,2819.0365035478253
5868,Buncis,2023-09-05,3918,4231.3867657076935
5869,Sawi Putih,2023-09-06,1922,2022.035306649821
5870,Cabe Chilli,2023-09-06,63467,67689.83173703356
5871,Cabe Kriting,2023-09-06,53848,56582.9087422564
5872,Cabe Rawit,2023-09-06,52916,57138.967161300956
5873,Kol,2023-09-06,3911,4130.168955615136
5874,Buncis,2023-09-06,4761,5013.977559620684
5875,Sawi Putih,2023-09-07,2698,2952.596047419946
5876,Cabe Chilli,2023-09-07,73340,79667.43969926205
5877,Cabe Kriting,2023-09-07,72145,78054.36856658252
5878,Cabe Rawit,2023-09-07,68609,75082.2597439323
5879,Kol,2023-09-07,5208,5593.244804299434
5880,Buncis,2023-09-07,3834,4094.02059994795
5881,Sawi Putih,2023-09-08,2325,2445.183499010199
5882,Cabe Chilli,2023-09-08,22463,24253.880247056186
5883,Cabe Kriting,2023-09-08,65556,68929.09468564676
5884,Cabe Rawit,2023-09-08,67525,71728.22548666444
5885,Kol,2023-09-08,7832,8594.109588326179
5886,Buncis,2023-09-08,5434,5755.723997939233
5887,Sawi Putih,2023-09-09,726,781.4735098436929
5888,Cabe Chilli,2023-09-09,34456,37793.12966845718
5889,Cabe Kriting,2023-09-09,62149,66786.16092013771
5890,Cabe Rawit,2023-09-09,38006,40770.285350213286
5891,Kol,2023-09-09,6517,6907.20079779867
5892,Buncis,2023-09-09,3064,3272.1502046374867
5893,Sawi Putih,2023-09-10,1006,1073.6783651400845
5894,Cabe Chilli,2023-09-10,45899,50340.5782138808
5895,Cabe Kriting,2023-09-10,30381,33348.96371739469
5896,Cabe Rawit,2023-09-10,31077,33076.71610992904
5897,Kol,2023-09-10,4361,4625.852840003911
5898,Buncis,2023-09-10,2431,2632.478061954133
5899,Sawi Putih,2023-09-11,1777,1933.3950324109321
5900,Cabe Chilli,2023-09-11,74403,80180.79140058305
5901,Cabe Kriting,2023-09-11,26074,28003.241800653188
5902,Cabe Rawit,2023-09-11,22516,23725.86032847155
5903,Kol,2023-09-11,7697,8347.57251907566
5904,Buncis,2023-09-11,5486,5951.306232649631
5905,Sawi Putih,2023-09-12,3177,3414.792803712371
5906,Cabe Chilli,2023-09-12,51541,56089.35393526036
5907,Cabe Kriting,2023-09-12,40528,43063.02564547629
5908,Cabe Rawit,2023-09-12,44765,48961.45035720389
5909,Kol,2023-09-12,7358,8061.471589711907
5910,Buncis,2023-09-12,5528,6054.571667371868
5911,Sawi Putih,2023-09-13,4730,5045.499266794731
5912,Cabe Chilli,2023-09-13,20538,22239.18999343829
5913,Cabe Kriting,2023-09-13,42273,44815.2400349347
5914,Cabe Rawit,2023-09-13,37106,40489.21974974482
5915,Kol,2023-09-13,4131,4455.240367284943
5916,Buncis,2023-09-13,3416,3627.310357551387
5917,Sawi Putih,2023-09-14,2633,2833.0089545639576
5918,Cabe Chilli,2023-09-14,79634,83663.32106979158
5919,Cabe Kriting,2023-09-14,56777,61336.20432225894
5920,Cabe Rawit,2023-09-14,65080,70632.41218740819
5921,Kol,2023-09-14,3390,3643.3717953402356
5922,Buncis,2023-09-14,3051,3237.978279506349
5923,Sawi Putih,2023-09-15,1770,1936.6727170129286
5924,Cabe Chilli,2023-09-15,53367,56823.73291115147
5925,Cabe Kriting,2023-09-15,54779,57697.73197320491
5926,Cabe Rawit,2023-09-15,47118,51193.05947840497
5927,Kol,2023-09-15,3438,3682.317137675905
5928,Buncis,2023-09-15,6738,7238.144291496428
5929,Sawi Putih,2023-09-16,4655,5038.866696205755
5930,Cabe Chilli,2023-09-16,22553,24110.707629628963
5931,Cabe Kriting,2023-09-16,28877,31711.506214123536
5932,Cabe Rawit,2023-09-16,65051,69678.1518839079
5933,Kol,2023-09-16,3080,3342.3207085557865
5934,Buncis,2023-09-16,6329,6783.472531730345
5935,Sawi Putih,2023-09-17,2240,2460.4733174296834
5936,Cabe Chilli,2023-09-17,49725,54536.74081345732
5937,Cabe Kriting,2023-09-17,29464,32061.82481979063
5938,Cabe Rawit,2023-09-17,35351,38203.57425187661
5939,Kol,2023-09-17,7926,8525.334135864068
5940,Buncis,2023-09-17,4813,5150.103937869707
5941,Sawi Putih,2023-09-18,3719,3995.239724861169
5942,Cabe Chilli,2023-09-18,74355,78294.25647058534
5943,Cabe Kriting,2023-09-18,35443,38705.450518963946
5944,Cabe Rawit,2023-09-18,46107,49475.070785651296
5945,Kol,2023-09-18,6761,7294.317024091738
5946,Buncis,2023-09-18,6535,7163.164200966829
5947,Sawi Putih,2023-09-19,2040,2228.199758001465
5948,Cabe Chilli,2023-09-19,46091,48897.14277488854
5949,Cabe Kriting,2023-09-19,60108,65795.86146842616
5950,Cabe Rawit,2023-09-19,65924,71658.02147512614
5951,Kol,2023-09-19,3295,3572.8724572679043
5952,Buncis,2023-09-19,5307,5604.076676816118
5953,Sawi Putih,2023-09-20,2609,2816.6297082212213
5954,Cabe Chilli,2023-09-20,33586,36574.4395715515
5955,Cabe Kriting,2023-09-20,39015,42787.4196528115
5956,Cabe Rawit,2023-09-20,22709,23964.482243449384
5957,Kol,2023-09-20,6681,7273.217834611283
5958,Buncis,2023-09-20,6973,7362.603641032365
5959,Sawi Putih,2023-09-21,3531,3856.23522773593
5960,Cabe Chilli,2023-09-21,79858,84706.33427591634
5961,Cabe Kriting,2023-09-21,79937,86650.0814880628
5962,Cabe Rawit,2023-09-21,24625,26356.98213310697
5963,Kol,2023-09-21,6180,6764.099647291144
5964,Buncis,2023-09-21,4467,4873.5901311729995
5965,Sawi Putih,2023-09-22,2850,3006.052931109059
5966,Cabe Chilli,2023-09-22,47559,50008.04233532828
5967,Cabe Kriting,2023-09-22,62387,68220.22481323138
5968,Cabe Rawit,2023-09-22,28701,31070.8915469264
5969,Kol,2023-09-22,5907,6317.68518064667
5970,Buncis,2023-09-22,3777,4062.814748214977
5971,Sawi Putih,2023-09-23,4873,5271.073314686182
5972,Cabe Chilli,2023-09-23,44024,47903.238144228104
5973,Cabe Kriting,2023-09-23,38557,40707.609396743945
5974,Cabe Rawit,2023-09-23,71467,76352.44642348994
5975,Kol,2023-09-23,5541,6021.607000336648
5976,Buncis,2023-09-23,4046,4328.720887869887
5977,Sawi Putih,2023-09-24,1763,1880.554608146706
5978,Cabe Chilli,2023-09-24,73197,79489.28867961111
5979,Cabe Kriting,2023-09-24,31375,33070.28043286237
5980,Cabe Rawit,2023-09-24,32190,34946.47902724764
5981,Kol,2023-09-24,7969,8405.056615440108
5982,Buncis,2023-09-24,2481,2609.2897829770063
5983,Sawi Putih,2023-09-25,4073,4480.094998100461
5984,Cabe Chilli,2023-09-25,68957,72805.24478652072
5985,Cabe Kriting,2023-09-25,24722,26876.27219829585
5986,Cabe Rawit,2023-09-25,64679,69139.07567080624
5987,Kol,2023-09-25,4439,4719.895389320351
5988,Buncis,2023-09-25,6680,7324.509222461916
5989,Sawi Putih,2023-09-26,4086,4316.934627881991
5990,Cabe Chilli,2023-09-26,62869,66979.78043535168
5991,Cabe Kriting,2023-09-26,48533,53184.35176137292
5992,Cabe Rawit,2023-09-26,59999,63605.240635956674
5993,Kol,2023-09-26,6448,6910.708051425589
5994,Buncis,2023-09-26,3590,3905.1122596744035
5995,Sawi Putih,2023-09-27,4410,4708.764230071841
5996,Cabe Chilli,2023-09-27,23797,25687.9887046665
5997,Cabe Kriting,2023-09-27,23883,26227.93161212716
5998,Cabe Rawit,2023-09-27,36634,39869.71215547139
5999,Kol,2023-09-27,7555,7948.149899651382
6000,Buncis,2023-09-27,5229,5749.691594423701
6001,Sawi Putih,2023-09-28,2992,3265.8261479192092
6002,Cabe Chilli,2023-09-28,22323,23861.05532035209
6003,Cabe Kriting,2023-09-28,71370,78219.12274627053
6004,Cabe Rawit,2023-09-28,68425,73365.76172138246
6005,Kol,2023-09-28,6329,6910.353539158754
6006,Buncis,2023-09-28,6918,7602.506643550786
6007,Sawi Putih,2023-09-29,4331,4601.791622568059
6008,Cabe Chilli,2023-09-29,77218,83209.55146170537
6009,Cabe Kriting,2023-09-29,21857,23758.983984257346
6010,Cabe Rawit,2023-09-29,53664,58736.88090497803
6011,Kol,2023-09-29,2119,2262.585074139786
6012,Buncis,2023-09-29,2301,2436.3108742794034
6013,Sawi Putih,2023-09-30,4647,5065.005354733804
6014,Cabe Chilli,2023-09-30,54182,58133.31484814003
6015,Cabe Kriting,2023-09-30,68086,71707.12645746906
6016,Cabe Rawit,2023-09-30,64543,70263.79206776262
6017,Kol,2023-09-30,7936,8571.307391750684
6018,Buncis,2023-09-30,3139,3324.5778857043015
6019,Sawi Putih,2023-10-01,3124,3359.97485219116
6020,Cabe Chilli,2023-10-01,58768,62925.78994051809
6021,Cabe Kriting,2023-10-01,54904,57995.189033253635
6022,Cabe Rawit,2023-10-01,52255,55058.428492974
6023,Kol,2023-10-01,2868,3117.48263971635
6024,Buncis,2023-10-01,3370,3672.2882671765515
6025,Sawi Putih,2023-10-02,512,547.167739993284
6026,Cabe Chilli,2023-10-02,66430,69932.71623912509
6027,Cabe Kriting,2023-10-02,54765,58691.091565186085
