ID,Jenis Sayuran,Tanggal Harga,Season,Harga Beli Pengepul per Kilogram,Harga Beli Pasar per Kilogram
5280,Buncis,5/30/2023,Kemarau,5572.744184,6028.818473
5281,Sawi Putih,5/31/2023,Kemarau,3083.333247,3393.453374
5282,Cabe Chilli,5/31/2023,Kemarau,16381.11213,19028.88014
5283,Cabe Kriting,5/31/2023,Kemarau,22593.75183,25198.31048
5284,Cabe Rawit,5/31/2023,Kemarau,38299.39211,40756.88603
5285,Kol,5/31/2023,Kemarau,6911.992517,8016.981173
5286,Buncis,5/31/2023,Kemarau,6340.687288,7420.644274
5287,Sawi Putih,6/1/2023,Kemarau,3831.037861,4218.240508
5288,Cabe Chilli,6/1/2023,Kemarau,15449.47447,17151.25121
5289,Cabe Kriting,6/1/2023,Kemarau,22783.08316,25460.82098
5290,Cabe Rawit,6/1/2023,Kemarau,44395.10657,47480.71622
5291,Kol,6/1/2023,Kemarau,9893.330518,11576.38906
5292,Buncis,6/1/2023,Kemarau,4166.864558,4704.057089
5293,Sawi Putih,6/2/2023,Kemarau,1713.616508,1895.199559
5294,Cabe Chilli,6/2/2023,Kemarau,26465.57522,28260.35006
5295,Cabe Kriting,6/2/2023,Kemarau,26316.96641,28746.08217
5296,Cabe Rawit,6/2/2023,Kemarau,40174.13879,44209.11119
5297,Kol,6/2/2023,Kemarau,10572.01793,11584.6014
5298,Buncis,6/2/2023,Kemarau,6237.978394,6692.393002
5299,Sawi Putih,6/3/2023,Kemarau,1912.725105,2064.578251
5300,Cabe Chilli,6/3/2023,Kemarau,23090.00424,26772.48517
5301,Cabe Kriting,6/3/2023,Kemarau,18100.13463,20669.91922
5302,Cabe Rawit,6/3/2023,Kemarau,42135.40139,47549.73583
5303,Kol,6/3/2023,Kemarau,10446.372,12134.3509
5304,Buncis,6/3/2023,Kemarau,7161.433924,8282.310628
5305,Sawi Putih,6/4/2023,Kemarau,3302.9458,3861.27282
5306,Cabe Chilli,6/4/2023,Kemarau,15589.61727,17878.00686
5307,Cabe Kriting,6/4/2023,Kemarau,20226.91856,21696.36582
5308,Cabe Rawit,6/4/2023,Kemarau,48267.82175,51037.15479
5309,Kol,6/4/2023,Kemarau,3417.484984,3643.701929
5310,Buncis,6/4/2023,Kemarau,7567.537011,8553.366893
5311,Sawi Putih,6/5/2023,Kemarau,2899.065306,3233.676175
5312,Cabe Chilli,6/5/2023,Kemarau,21182.8866,24877.56366
5313,Cabe Kriting,6/5/2023,Kemarau,29356.73097,33350.36938
5314,Cabe Rawit,6/5/2023,Kemarau,45516.05189,49129.65961
5315,Kol,6/5/2023,Kemarau,11836.13859,12800.59627
5316,Buncis,6/5/2023,Kemarau,6968.548426,7720.651814
5317,Sawi Putih,6/6/2023,Kemarau,4155.211056,4827.286173
5318,Cabe Chilli,6/6/2023,Kemarau,25336.01847,27071.02838
5319,Cabe Kriting,6/6/2023,Kemarau,26524.4313,28714.68199
5320,Cabe Rawit,6/6/2023,Kemarau,39823.80561,46380.77378
5321,Kol,6/6/2023,Kemarau,4835.980764,5566.22557
5322,Buncis,6/6/2023,Kemarau,6159.62153,6875.832173
5323,Sawi Putih,6/7/2023,Kemarau,641.0957181,716.1286195
5324,Cabe Chilli,6/7/2023,Kemarau,13305.72892,15500.05091
5325,Cabe Kriting,6/7/2023,Kemarau,20953.59627,23262.612
5326,Cabe Rawit,6/7/2023,Kemarau,35231.02165,40674.10864
5327,Kol,6/7/2023,Kemarau,9905.953316,11177.80199
5328,Buncis,6/7/2023,Kemarau,8081.82857,9190.227653
5329,Sawi Putih,6/8/2023,Kemarau,4199.266647,4663.204679
5330,Cabe Chilli,6/8/2023,Kemarau,19311.98444,21956.51432
5331,Cabe Kriting,6/8/2023,Kemarau,26891.2512,29065.4875
5332,Cabe Rawit,6/8/2023,Kemarau,38423.83807,41502.97953
5333,Kol,6/8/2023,Kemarau,11900.7123,12583.27416
5334,Buncis,6/8/2023,Kemarau,3058.187508,3478.837326
5335,Sawi Putih,6/9/2023,Kemarau,1999.463767,2192.675324
5336,Cabe Chilli,6/9/2023,Kemarau,18974.623,21063.84176
5337,Cabe Kriting,6/9/2023,Kemarau,23381.81741,26093.96272
5338,Cabe Rawit,6/9/2023,Kemarau,39560.72669,41700.11333
5339,Kol,6/9/2023,Kemarau,7373.351729,8151.30157
5340,Buncis,6/9/2023,Kemarau,5654.411353,6417.557359
5341,Sawi Putih,6/10/2023,Kemarau,4718.066221,5181.377956
5342,Cabe Chilli,6/10/2023,Kemarau,23382.83198,27324.59084
5343,Cabe Kriting,6/10/2023,Kemarau,25422.43465,28505.48089
5344,Cabe Rawit,6/10/2023,Kemarau,42861.40021,49689.06275
5345,Kol,6/10/2023,Kemarau,6540.188654,7028.059886
5346,Buncis,6/10/2023,Kemarau,3895.820744,4189.611694
5347,Sawi Putih,6/11/2023,Kemarau,2764.076429,2931.3631
5348,Cabe Chilli,6/11/2023,Kemarau,18862.19898,20170.18354
5349,Cabe Kriting,6/11/2023,Kemarau,19749.94528,20999.68614
5350,Cabe Rawit,6/11/2023,Kemarau,42443.18895,47954.13622
5351,Kol,6/11/2023,Kemarau,7064.874195,8150.981672
5352,Buncis,6/11/2023,Kemarau,4220.810043,4802.887625
5353,Sawi Putih,6/12/2023,Kemarau,3667.116861,3944.54252
5354,Cabe Chilli,6/12/2023,Kemarau,22722.72705,24083.86255
5355,Cabe Kriting,6/12/2023,Kemarau,25036.38092,27403.30288
5356,Cabe Rawit,6/12/2023,Kemarau,43171.63217,49368.43986
5357,Kol,6/12/2023,Kemarau,12589.39305,13575.12424
5358,Buncis,6/12/2023,Kemarau,8366.533163,9438.207637
5359,Sawi Putih,6/13/2023,Kemarau,5423.358231,5856.217923
5360,Cabe Chilli,6/13/2023,Kemarau,17177.33047,19289.6124
5361,Cabe Kriting,6/13/2023,Kemarau,34074.77981,37758.82525
5362,Cabe Rawit,6/13/2023,Kemarau,39537.10606,43969.68973
5363,Kol,6/13/2023,Kemarau,11510.30064,12209.13626
5364,Buncis,6/13/2023,Kemarau,8504.165655,9410.008359
5365,Sawi Putih,6/14/2023,Kemarau,3708.908933,3985.495823
5366,Cabe Chilli,6/14/2023,Kemarau,19021.82521,21898.2528
5367,Cabe Kriting,6/14/2023,Kemarau,27204.66854,31223.24581
5368,Cabe Rawit,6/14/2023,Kemarau,40111.7004,46879.45725
5369,Kol,6/14/2023,Kemarau,3481.038716,3701.967665
5370,Buncis,6/14/2023,Kemarau,2469.601831,2606.963679
5371,Sawi Putih,6/15/2023,Kemarau,4482.867957,5102.173926
5372,Cabe Chilli,6/15/2023,Kemarau,22508.63704,26202.61353
5373,Cabe Kriting,6/15/2023,Kemarau,25748.4548,30169.05919
5374,Cabe Rawit,6/15/2023,Kemarau,36409.02131,39602.22278
5375,Kol,6/15/2023,Kemarau,3278.818386,3658.149092
5376,Buncis,6/15/2023,Kemarau,6000.962269,6863.268853
5377,Sawi Putih,6/16/2023,Kemarau,1377.33686,1476.706692
5378,Cabe Chilli,6/16/2023,Kemarau,21841.77298,23076.52655
5379,Cabe Kriting,6/16/2023,Kemarau,22101.18547,24203.88911
5380,Cabe Rawit,6/16/2023,Kemarau,47264.85073,55334.74795
5381,Kol,6/16/2023,Kemarau,7069.890609,7494.965425
5382,Buncis,6/16/2023,Kemarau,5690.550809,6447.319336
5383,Sawi Putih,6/17/2023,Kemarau,3173.020254,3551.582832
5384,Cabe Chilli,6/17/2023,Kemarau,21373.34498,23362.90196
5385,Cabe Kriting,6/17/2023,Kemarau,20746.63761,23127.87635
5386,Cabe Rawit,6/17/2023,Kemarau,36429.04977,41459.06239
5387,Kol,6/17/2023,Kemarau,7276.677358,8360.032195
5388,Buncis,6/17/2023,Kemarau,5570.615433,5901.603306
5389,Sawi Putih,6/18/2023,Kemarau,2495.06203,2771.64392
5390,Cabe Chilli,6/18/2023,Kemarau,24469.50066,26170.06077
5391,Cabe Kriting,6/18/2023,Kemarau,35368.77854,37332.01365
5392,Cabe Rawit,6/18/2023,Kemarau,40559.03603,43568.76743
5393,Kol,6/18/2023,Kemarau,9222.862579,10670.01689
5394,Buncis,6/18/2023,Kemarau,6960.572974,8117.680568
5395,Sawi Putih,6/19/2023,Kemarau,2474.581162,2739.88056
5396,Cabe Chilli,6/19/2023,Kemarau,16723.65418,18036.62858
5397,Cabe Kriting,6/19/2023,Kemarau,25927.67678,29911.16947
5398,Cabe Rawit,6/19/2023,Kemarau,39946.13861,46601.65158
5399,Kol,6/19/2023,Kemarau,3687.255845,4223.720375
5400,Buncis,6/19/2023,Kemarau,2648.740331,2914.455906
5401,Sawi Putih,6/20/2023,Kemarau,4009.789874,4494.368155
5402,Cabe Chilli,6/20/2023,Kemarau,20245.85489,21381.64533
5403,Cabe Kriting,6/20/2023,Kemarau,28332.51368,29980.34873
5404,Cabe Rawit,6/20/2023,Kemarau,39781.62801,42466.77325
5405,Kol,6/20/2023,Kemarau,3732.58993,4017.04135
5406,Buncis,6/20/2023,Kemarau,2963.510239,3343.125908
5407,Sawi Putih,6/21/2023,Kemarau,2589.202322,2797.947548
5408,Cabe Chilli,6/21/2023,Kemarau,21082.93043,23611.7088
5409,Cabe Kriting,6/21/2023,Kemarau,25092.67429,28173.2001
5410,Cabe Rawit,6/21/2023,Kemarau,38480.82987,44904.15839
5411,Kol,6/21/2023,Kemarau,4983.802794,5445.917252
5412,Buncis,6/21/2023,Kemarau,6824.939229,7666.466464
5413,Sawi Putih,6/22/2023,Kemarau,1518.410432,1778.076639
5414,Cabe Chilli,6/22/2023,Kemarau,16504.99407,17763.89657
5415,Cabe Kriting,6/22/2023,Kemarau,33804.72961,35667.29026
5416,Cabe Rawit,6/22/2023,Kemarau,40713.63909,43189.3887
5417,Kol,6/22/2023,Kemarau,10454.81397,12039.27209
5418,Buncis,6/22/2023,Kemarau,5944.047017,6980.123702
5419,Sawi Putih,6/23/2023,Kemarau,4168.235214,4671.217865
5420,Cabe Chilli,6/23/2023,Kemarau,15328.41376,17521.17702
5421,Cabe Kriting,6/23/2023,Kemarau,20485.51284,23661.51074
5422,Cabe Rawit,6/23/2023,Kemarau,46813.03533,50293.85947
5423,Kol,6/23/2023,Kemarau,12044.90159,12870.91374
5424,Buncis,6/23/2023,Kemarau,5801.642299,6727.572621
5425,Sawi Putih,6/24/2023,Kemarau,5041.088419,5409.338091
5426,Cabe Chilli,6/24/2023,Kemarau,20534.79143,22964.16008
5427,Cabe Kriting,6/24/2023,Kemarau,30612.24377,32803.5832
5428,Cabe Rawit,6/24/2023,Kemarau,40846.5797,45145.22127
5429,Kol,6/24/2023,Kemarau,5917.362697,6461.258008
5430,Buncis,6/24/2023,Kemarau,5944.200244,6947.490984
5431,Sawi Putih,6/25/2023,Kemarau,704.2157762,766.9308368
5432,Cabe Chilli,6/25/2023,Kemarau,17088.61296,18640.66495
5433,Cabe Kriting,6/25/2023,Kemarau,25972.47724,29527.16485
5434,Cabe Rawit,6/25/2023,Kemarau,35356.15444,41463.77585
5435,Kol,6/25/2023,Kemarau,3957.414514,4636.015897
5436,Buncis,6/25/2023,Kemarau,2366.09052,2507.456261
5437,Sawi Putih,6/26/2023,Kemarau,1002.401176,1143.751846
5438,Cabe Chilli,6/26/2023,Kemarau,26011.51975,27856.66125
5439,Cabe Kriting,6/26/2023,Kemarau,30994.24724,33494.98714
5440,Cabe Rawit,6/26/2023,Kemarau,50799.72922,54023.04835
5441,Kol,6/26/2023,Kemarau,9510.537062,10935.55398
5442,Buncis,6/26/2023,Kemarau,7040.158032,8132.493768
5443,Sawi Putih,6/27/2023,Kemarau,634.4306994,739.4392614
5444,Cabe Chilli,6/27/2023,Kemarau,15230.42992,16108.78451
5445,Cabe Kriting,6/27/2023,Kemarau,27357.5867,29846.45793
5446,Cabe Rawit,6/27/2023,Kemarau,37497.37796,39778.9075
5447,Kol,6/27/2023,Kemarau,10188.80289,11038.69106
5448,Buncis,6/27/2023,Kemarau,5236.609273,5805.812238
5449,Sawi Putih,6/28/2023,Kemarau,3599.843562,3876.830913
5450,Cabe Chilli,6/28/2023,Kemarau,18522.72092,20993.87716
5451,Cabe Kriting,6/28/2023,Kemarau,20201.17126,22937.71101
5452,Cabe Rawit,6/28/2023,Kemarau,38394.87924,41648.7678
5453,Kol,6/28/2023,Kemarau,10792.96485,11391.11653
5454,Buncis,6/28/2023,Kemarau,3957.165012,4326.304676
5455,Sawi Putih,6/29/2023,Kemarau,5050.129443,5858.098738
5456,Cabe Chilli,6/29/2023,Kemarau,22053.13404,25148.10041
5457,Cabe Kriting,6/29/2023,Kemarau,24946.64358,26801.1896
5458,Cabe Rawit,6/29/2023,Kemarau,38799.58384,41465.30872
5459,Kol,6/29/2023,Kemarau,3644.924695,3970.770937
5460,Buncis,6/29/2023,Kemarau,7273.509955,8105.67444
5461,Sawi Putih,6/30/2023,Kemarau,3605.592584,4054.312695
5462,Cabe Chilli,6/30/2023,Kemarau,14176.12114,16609.14729
5463,Cabe Kriting,6/30/2023,Kemarau,25241.98129,27006.49025
5464,Cabe Rawit,6/30/2023,Kemarau,36338.27371,38338.54659
5465,Kol,6/30/2023,Kemarau,11506.69204,12183.68201
5466,Buncis,6/30/2023,Kemarau,4820.309994,5373.219802
5467,Sawi Putih,7/1/2023,Kemarau,3185.41331,3727.915845
5468,Cabe Chilli,7/1/2023,Kemarau,19254.42183,20324.21619
5469,Cabe Kriting,7/1/2023,Kemarau,30356.75669,33624.85724
5470,Cabe Rawit,7/1/2023,Kemarau,47141.25374,54099.2532
5471,Kol,7/1/2023,Kemarau,5159.675115,5893.52762
5472,Buncis,7/1/2023,Kemarau,6854.405942,7715.194833
5473,Sawi Putih,7/2/2023,Kemarau,5196.830889,5637.902558
5474,Cabe Chilli,7/2/2023,Kemarau,16020.27526,17752.24978
5475,Cabe Kriting,7/2/2023,Kemarau,16894.3203,19540.26648
5476,Cabe Rawit,7/2/2023,Kemarau,35017.13329,39830.33723
5477,Kol,7/2/2023,Kemarau,8835.183462,9321.654179
5478,Buncis,7/2/2023,Kemarau,6378.927184,6830.456665
5479,Sawi Putih,7/3/2023,Kemarau,1714.77226,2007.213343
5480,Cabe Chilli,7/3/2023,Kemarau,16906.39752,18383.72768
5481,Cabe Kriting,7/3/2023,Kemarau,30615.18797,33088.22882
5482,Cabe Rawit,7/3/2023,Kemarau,38470.22151,41130.98312
5483,Kol,7/3/2023,Kemarau,5643.266324,6346.929603
5484,Buncis,7/3/2023,Kemarau,2734.644304,3137.721782
5485,Sawi Putih,7/4/2023,Kemarau,1801.78275,2001.111291
5486,Cabe Chilli,7/4/2023,Kemarau,21296.87621,24769.84825
5487,Cabe Kriting,7/4/2023,Kemarau,30458.47304,33141.28299
5488,Cabe Rawit,7/4/2023,Kemarau,34004.49251,39269.09394
5489,Kol,7/4/2023,Kemarau,4810.196013,5289.76554
5490,Buncis,7/4/2023,Kemarau,4011.2788,4532.526953
5491,Sawi Putih,7/5/2023,Kemarau,4931.77922,5521.255287
5492,Cabe Chilli,7/5/2023,Kemarau,15845.31058,16826.79722
5493,Cabe Kriting,7/5/2023,Kemarau,22973.23323,25479.21475
5494,Cabe Rawit,7/5/2023,Kemarau,39572.3705,43704.96037
5495,Kol,7/5/2023,Kemarau,5152.376224,5456.41632
5496,Buncis,7/5/2023,Kemarau,2621.113597,2999.905141
5497,Sawi Putih,7/6/2023,Kemarau,2176.319057,2295.060315
5498,Cabe Chilli,7/6/2023,Kemarau,19172.54829,22492.22069
5499,Cabe Kriting,7/6/2023,Kemarau,27353.34354,28844.85422
5500,Cabe Rawit,7/6/2023,Kemarau,35132.6718,40987.71984
5501,Kol,7/6/2023,Kemarau,9764.346715,10957.74237
5502,Buncis,7/6/2023,Kemarau,2629.289295,3053.711912
5503,Sawi Putih,7/7/2023,Kemarau,2195.87025,2563.446528
5504,Cabe Chilli,7/7/2023,Kemarau,19833.13079,21437.0047
5505,Cabe Kriting,7/7/2023,Kemarau,26504.3069,29523.37316
5506,Cabe Rawit,7/7/2023,Kemarau,50334.64698,58382.03248
5507,Kol,7/7/2023,Kemarau,10607.11154,11374.49458
5508,Buncis,7/7/2023,Kemarau,3020.667863,3514.693429
5509,Sawi Putih,7/8/2023,Kemarau,2531.901394,2925.029636
5510,Cabe Chilli,7/8/2023,Kemarau,20145.18687,22503.14345
5511,Cabe Kriting,7/8/2023,Kemarau,27958.23383,30379.54876
5512,Cabe Rawit,7/8/2023,Kemarau,36290.77751,42268.33401
5513,Kol,7/8/2023,Kemarau,10748.46771,12092.90103
5514,Buncis,7/8/2023,Kemarau,4137.162523,4634.088181
5515,Sawi Putih,7/9/2023,Kemarau,3877.884455,4269.48924
5516,Cabe Chilli,7/9/2023,Kemarau,15237.06534,17573.34707
5517,Cabe Kriting,7/9/2023,Kemarau,25145.76581,27411.38944
5518,Cabe Rawit,7/9/2023,Kemarau,36697.5242,42633.26886
5519,Kol,7/9/2023,Kemarau,10280.9072,10954.63737
5520,Buncis,7/9/2023,Kemarau,2478.177036,2858.776087
5521,Sawi Putih,7/10/2023,Kemarau,2321.953274,2545.480116
5522,Cabe Chilli,7/10/2023,Kemarau,18995.39832,21474.21825
5523,Cabe Kriting,7/10/2023,Kemarau,22909.61385,25101.35117
5524,Cabe Rawit,7/10/2023,Kemarau,40111.59584,43663.57734
5525,Kol,7/10/2023,Kemarau,4693.519901,5190.195111
5526,Buncis,7/10/2023,Kemarau,6013.997883,6706.953889
5527,Sawi Putih,7/11/2023,Kemarau,3227.061827,3675.489774
5528,Cabe Chilli,7/11/2023,Kemarau,26513.10237,29279.21766
5529,Cabe Kriting,7/11/2023,Kemarau,28271.53768,32657.84239
5530,Cabe Rawit,7/11/2023,Kemarau,42366.52206,48188.94449
5531,Kol,7/11/2023,Kemarau,7394.29289,8021.120055
5532,Buncis,7/11/2023,Kemarau,7590.106608,8563.462395
5533,Sawi Putih,7/12/2023,Kemarau,2151.04646,2266.452796
5534,Cabe Chilli,7/12/2023,Kemarau,21337.31789,24036.30639
5535,Cabe Kriting,7/12/2023,Kemarau,30981.46943,33065.25908
5536,Cabe Rawit,7/12/2023,Kemarau,41175.00664,47615.60727
5537,Kol,7/12/2023,Kemarau,3305.192201,3704.819444
5538,Buncis,7/12/2023,Kemarau,4925.179446,5573.066701
5539,Sawi Putih,7/13/2023,Kemarau,3403.379682,3615.821571
5540,Cabe Chilli,7/13/2023,Kemarau,16492.0511,18329.40471
5541,Cabe Kriting,7/13/2023,Kemarau,27003.31562,29806.76564
5542,Cabe Rawit,7/13/2023,Kemarau,29522.54599,33985.80223
5543,Kol,7/13/2023,Kemarau,4933.409285,5608.673304
5544,Buncis,7/13/2023,Kemarau,4317.29088,4686.782704
5545,Sawi Putih,7/14/2023,Kemarau,3319.353857,3852.238794
5546,Cabe Chilli,7/14/2023,Kemarau,21936.268,23845.08259
5547,Cabe Kriting,7/14/2023,Kemarau,20940.46969,23796.31879
5548,Cabe Rawit,7/14/2023,Kemarau,43748.9449,47635.23001
5549,Kol,7/14/2023,Kemarau,4442.657055,4822.476149
5550,Buncis,7/14/2023,Kemarau,2055.228262,2361.740956
5551,Sawi Putih,7/15/2023,Kemarau,4171.741378,4779.040432
5552,Cabe Chilli,7/15/2023,Kemarau,17166.21207,19482.35762
5553,Cabe Kriting,7/15/2023,Kemarau,27249.26854,30317.77661
5554,Cabe Rawit,7/15/2023,Kemarau,39319.06871,43558.3781
5555,Kol,7/15/2023,Kemarau,9195.802612,9780.863152
5556,Buncis,7/15/2023,Kemarau,5606.664826,6287.731759
5557,Sawi Putih,7/16/2023,Kemarau,1226.006218,1328.793419
5558,Cabe Chilli,7/16/2023,Kemarau,26573.44002,28543.26449
5559,Cabe Kriting,7/16/2023,Kemarau,20783.17154,22345.46955
5560,Cabe Rawit,7/16/2023,Kemarau,44766.98903,47205.93479
5561,Kol,7/16/2023,Kemarau,4627.392611,5346.758682
5562,Buncis,7/16/2023,Kemarau,3442.580018,3982.537113
5563,Sawi Putih,7/17/2023,Kemarau,1006.325487,1146.976985
5564,Cabe Chilli,7/17/2023,Kemarau,18486.30852,20687.5233
5565,Cabe Kriting,7/17/2023,Kemarau,26223.487,28919.73933
5566,Cabe Rawit,7/17/2023,Kemarau,39322.01054,44523.66357
5567,Kol,7/17/2023,Kemarau,10386.9069,12205.50575
5568,Buncis,7/17/2023,Kemarau,3969.818103,4624.295464
5569,Sawi Putih,7/18/2023,Kemarau,5075.86007,5469.843356
5570,Cabe Chilli,7/18/2023,Kemarau,20441.29506,22959.36744
5571,Cabe Kriting,7/18/2023,Kemarau,25403.72962,26928.81386
5572,Cabe Rawit,7/18/2023,Kemarau,42419.44781,47243.93985
5573,Kol,7/18/2023,Kemarau,5397.052113,6158.975088
5574,Buncis,7/18/2023,Kemarau,7813.151634,8635.111166
5575,Sawi Putih,7/19/2023,Kemarau,2699.110938,3007.667307
5576,Cabe Chilli,7/19/2023,Kemarau,20842.01873,24079.98953
5577,Cabe Kriting,7/19/2023,Kemarau,31798.0692,36285.43317
5578,Cabe Rawit,7/19/2023,Kemarau,34448.9752,39135.84014
5579,Kol,7/19/2023,Kemarau,9951.579216,11107.71983
5580,Buncis,7/19/2023,Kemarau,5494.478586,6124.658553
5581,Sawi Putih,7/20/2023,Kemarau,615.1421356,693.6368059
5582,Cabe Chilli,7/20/2023,Kemarau,26653.34857,29275.80807
5583,Cabe Kriting,7/20/2023,Kemarau,22495.61622,25730.09351
5584,Cabe Rawit,7/20/2023,Kemarau,35031.28443,38915.75819
5585,Kol,7/20/2023,Kemarau,9645.795558,10363.76433
5586,Buncis,7/20/2023,Kemarau,3180.568015,3618.53151
5587,Sawi Putih,7/21/2023,Kemarau,3906.515403,4161.217475
5588,Cabe Chilli,7/21/2023,Kemarau,16077.0635,18260.2999
5589,Cabe Kriting,7/21/2023,Kemarau,20317.90758,21424.93089
5590,Cabe Rawit,7/21/2023,Kemarau,34643.12649,37678.04352
5591,Kol,7/21/2023,Kemarau,2797.533347,2984.633956
5592,Buncis,7/21/2023,Kemarau,4320.246304,4769.221396
5593,Sawi Putih,7/22/2023,Kemarau,652.8805157,723.6280975
5594,Cabe Chilli,7/22/2023,Kemarau,15818.98313,17946.40331
5595,Cabe Kriting,7/22/2023,Kemarau,20200.43176,21281.60592
5596,Cabe Rawit,7/22/2023,Kemarau,33934.24003,36897.37673
5597,Kol,7/22/2023,Kemarau,10134.07702,10782.26982
5598,Buncis,7/22/2023,Kemarau,4680.358964,5179.05278
5599,Sawi Putih,7/23/2023,Kemarau,485.2034404,549.2799278
5600,Cabe Chilli,7/23/2023,Kemarau,13682.50595,14681.1394
5601,Cabe Kriting,7/23/2023,Kemarau,19924.2397,21519.76431
5602,Cabe Rawit,7/23/2023,Kemarau,30227.7237,32487.74892
5603,Kol,7/23/2023,Kemarau,2605.917041,2925.5375
5604,Buncis,7/23/2023,Kemarau,5210.341631,5695.812532
5605,Sawi Putih,7/24/2023,Kemarau,1399.705172,1492.798985
5606,Cabe Chilli,7/24/2023,Kemarau,16100.40143,17243.08667
5607,Cabe Kriting,7/24/2023,Kemarau,20203.6563,22583.87725
5608,Cabe Rawit,7/24/2023,Kemarau,30444.10969,35697.14003
5609,Kol,7/24/2023,Kemarau,4428.563897,4721.636363
5610,Buncis,7/24/2023,Kemarau,6565.190214,7239.530846
5611,Sawi Putih,7/25/2023,Kemarau,1243.232621,1332.84026
5612,Cabe Chilli,7/25/2023,Kemarau,16663.74412,18084.41863
5613,Cabe Kriting,7/25/2023,Kemarau,25517.53821,27019.32901
5614,Cabe Rawit,7/25/2023,Kemarau,31483.82196,36754.83929
5615,Kol,7/25/2023,Kemarau,4375.592877,4991.279625
5616,Buncis,7/25/2023,Kemarau,4550.020832,5040.17371
5617,Sawi Putih,7/26/2023,Kemarau,2863.231705,3249.338769
5618,Cabe Chilli,7/26/2023,Kemarau,14440.29724,16789.45577
5619,Cabe Kriting,7/26/2023,Kemarau,19020.48404,20846.60893
5620,Cabe Rawit,7/26/2023,Kemarau,34474.80423,38845.9836
5621,Kol,7/26/2023,Kemarau,10151.81278,10936.47884
5622,Buncis,7/26/2023,Kemarau,4190.32152,4572.850705
5623,Sawi Putih,7/27/2023,Kemarau,3977.994492,4343.734009
5624,Cabe Chilli,7/27/2023,Kemarau,15263.86831,17012.99288
5625,Cabe Kriting,7/27/2023,Kemarau,18492.13916,21564.97734
5626,Cabe Rawit,7/27/2023,Kemarau,30756.04038,33027.95453
5627,Kol,7/27/2023,Kemarau,3094.711234,3380.937457
5628,Buncis,7/27/2023,Kemarau,5179.202885,5641.831506
5629,Sawi Putih,7/28/2023,Kemarau,2224.451418,2356.941073
5630,Cabe Chilli,7/28/2023,Kemarau,17158.73477,18900.04576
5631,Cabe Kriting,7/28/2023,Kemarau,26622.27985,28090.233
5632,Cabe Rawit,7/28/2023,Kemarau,36786.62724,41217.44222
5633,Kol,7/28/2023,Kemarau,3968.50878,4454.849549
5634,Buncis,7/28/2023,Kemarau,4974.1232,5375.368346
5635,Sawi Putih,7/29/2023,Kemarau,2597.940415,3050.621228
5636,Cabe Chilli,7/29/2023,Kemarau,17950.15898,20106.31755
5637,Cabe Kriting,7/29/2023,Kemarau,24834.13672,27359.07201
5638,Cabe Rawit,7/29/2023,Kemarau,27504.18781,32334.56991
5639,Kol,7/29/2023,Kemarau,5773.223276,6117.873998
5640,Buncis,7/29/2023,Kemarau,2295.722203,2472.279446
5641,Sawi Putih,7/30/2023,Kemarau,1797.850124,1928.794845
5642,Cabe Chilli,7/30/2023,Kemarau,19214.29986,20319.90783
5643,Cabe Kriting,7/30/2023,Kemarau,18943.241,20823.57006
5644,Cabe Rawit,7/30/2023,Kemarau,28697.85755,32529.21706
5645,Kol,7/30/2023,Kemarau,5910.27505,6652.16125
5646,Buncis,7/30/2023,Kemarau,4363.468534,4749.099106
5647,Sawi Putih,7/31/2023,Kemarau,3590.06062,4164.164801
5648,Cabe Chilli,7/31/2023,Kemarau,18088.50455,19500.31448
5649,Cabe Kriting,7/31/2023,Kemarau,19919.31063,23286.95006
5650,Cabe Rawit,7/31/2023,Kemarau,32381.10307,36049.12821
5651,Kol,7/31/2023,Kemarau,9468.593289,9969.789377
5652,Buncis,7/31/2023,Kemarau,5859.623961,6772.593326
5653,Sawi Putih,8/1/2023,Kemarau,2655.504836,3011.904021
5654,Cabe Chilli,8/1/2023,Kemarau,14752.51736,15603.69555
5655,Cabe Kriting,8/1/2023,Kemarau,23808.07387,25486.45915
5656,Cabe Rawit,8/1/2023,Kemarau,29910.93529,34221.71647
5657,Kol,8/1/2023,Kemarau,9209.249995,9924.23122
5658,Buncis,8/1/2023,Kemarau,3804.259464,4460.296085
5659,Sawi Putih,8/2/2023,Kemarau,3995.225352,4336.485118
5660,Cabe Chilli,8/2/2023,Kemarau,14446.19414,15789.05584
5661,Cabe Kriting,8/2/2023,Kemarau,18391.63492,19466.7971
5662,Cabe Rawit,8/2/2023,Kemarau,26970.14468,30749.64362
5663,Kol,8/2/2023,Kemarau,4342.571136,4874.31742
5664,Buncis,8/2/2023,Kemarau,1790.842185,1977.961142
5665,Sawi Putih,8/3/2023,Kemarau,3134.956748,3488.308634
5666,Cabe Chilli,8/3/2023,Kemarau,21963.77753,24307.67127
5667,Cabe Kriting,8/3/2023,Kemarau,22191.65365,23527.98379
5668,Cabe Rawit,8/3/2023,Kemarau,34743.06891,37924.86463
5669,Kol,8/3/2023,Kemarau,7011.690578,7932.767052
5670,Buncis,8/3/2023,Kemarau,4943.957487,5709.180179
5671,Sawi Putih,8/4/2023,Kemarau,3024.695062,3288.980346
5672,Cabe Chilli,8/4/2023,Kemarau,14431.1967,16252.73926
5673,Cabe Kriting,8/4/2023,Kemarau,22309.60814,23611.78935
